screen_size,rear_camera_mp,front_camera_mp,ram,battery,weight,normalized_used_price
10.34,8.0,5.0,4.0,1800.0,120.0,4.274858931
12.7,13.0,5.0,4.0,2500.0,142.0,4.204095426
12.83,13.0,5.0,4.0,3000.0,138.5,4.131158535
12.83,13.0,5.0,4.0,2500.0,138.5,4.590259573
12.83,8.0,2.0,4.0,2500.0,158.0,4.349890765
10.34,8.0,5.0,4.0,1800.0,119.0,4.243339115
25.53,8.0,2.0,4.0,7000.0,597.0,4.964730962
20.42,8.0,2.0,4.0,5900.0,305.0,4.658047226
20.32,5.0,2.0,4.0,4100.0,292.0,4.273466561
17.78,3.15,0.3,4.0,4100.0,234.0,3.834061464
20.35,8.0,24.0,4.0,3400.0,171.0,5.820705882
12.57,12.0,8.0,4.0,4000.0,139.0,4.14472077
12.57,12.0,8.0,4.0,4000.0,139.0,4.403910428
12.7,13.0,5.0,4.0,3000.0,142.5,4.395066248
5.28,0.3,8.0,0.25,3100.0,130.0,3.277144733
5.18,5.0,8.0,4.0,2000.0,256.0,4.263524591
12.83,16.0,8.0,4.0,4000.0,203.0,5.163470824
12.93,12.0,8.0,4.0,4500.0,190.0,4.933538244
12.83,13.0,5.0,4.0,5000.0,203.0,4.619368905
12.83,13.0,5.0,4.0,3000.0,180.0,4.410006521
12.7,5.0,2.0,4.0,2000.0,167.0,3.97724879
12.75,13.0,5.0,4.0,4000.0,206.0,4.892902257
5.18,0.3,5.0,4.0,1500.0,112.0,3.24376354
5.18,0.3,5.0,4.0,1000.0,92.0,3.259249719
10.16,2.0,0.3,4.0,1300.0,105.0,3.055886196
12.7,5.0,2.0,4.0,2100.0,145.0,4.037068494
10.29,5.0,2.0,4.0,1600.0,125.0,3.88567903
12.7,8.0,5.0,4.0,2000.0,150.0,3.897924081
12.7,13.0,5.0,4.0,2000.0,150.0,4.512616204
10.16,8.0,0.3,4.0,1400.0,121.0,3.985830933
12.7,13.0,5.0,4.0,2500.0,154.5,4.355682659
10.16,5.0,0.3,4.0,1400.0,154.5,3.902376628
10.29,5.0,0.3,4.0,2000.0,147.7,4.140114296
10.29,8.0,2.0,4.0,1700.0,147.0,3.664586762
12.7,13.0,2.0,4.0,2000.0,168.0,4.499365127
12.7,13.0,2.0,4.0,1900.0,165.0,4.254761284
10.29,8.0,2.0,4.0,1700.0,150.5,4.484921613
10.16,5.0,0.3,4.0,1500.0,130.5,4.143610804
13.84,8.0,5.0,4.0,2670.0,135.6,4.351567427
15.27,13.0,8.0,4.0,3600.0,177.0,4.902975842
15.21,13.0,8.0,4.0,3410.0,165.0,4.961655112
12.88,13.0,16.0,4.0,3030.0,141.0,4.789073824
16.33,13.0,8.0,4.0,5000.0,241.0,4.999506936
15.24,13.0,8.0,4.0,5000.0,199.0,4.881513214
15.27,13.0,8.0,4.0,4000.0,180.0,4.372481222
15.24,12.0,8.0,4.0,6020.0,215.0,4.991656327
15.24,13.0,20.0,4.0,4550.0,226.0,4.825670246
12.83,13.0,16.0,4.0,4010.0,182.0,4.571303116
12.78,13.0,8.0,4.0,4000.0,162.0,4.260141447
12.88,13.0,8.0,4.0,7000.0,238.0,5.674628257
12.7,8.0,5.0,4.0,4000.0,160.0,4.195395806
12.7,8.0,5.0,4.0,2300.0,167.0,4.310262068
12.83,13.0,13.0,4.0,3000.0,168.2,4.465563232
12.83,13.0,5.0,4.0,3065.0,183.0,4.356452384
12.83,13.0,8.0,4.0,3150.0,166.0,4.645640119
12.83,13.0,8.0,4.0,3130.0,170.0,5.007497042
10.29,5.0,2.0,4.0,1800.0,153.0,3.745968421
10.21,16.0,5.0,4.0,2530.0,207.7,5.073359671
12.83,16.0,8.0,4.0,3000.0,147.2,5.161695489
12.7,8.0,5.0,4.0,4000.0,167.6,4.199905058
12.83,8.0,5.0,4.0,5000.0,200.0,4.295106163
15.24,13.0,5.0,4.0,5020.0,208.0,4.336898507
12.7,8.0,5.0,4.0,4000.0,183.0,4.507667605
12.7,5.0,2.0,4.0,2000.0,153.0,3.573468603
12.83,13.0,5.0,4.0,3150.0,147.0,4.803036954
12.7,8.0,5.0,4.0,2400.0,136.6,4.138520925
15.24,24.0,8.0,4.0,3500.0,210.0,5.3574821
12.7,8.0,5.0,4.0,5000.0,176.0,4.548494009
12.83,13.0,5.0,4.0,6020.0,211.0,5.004885462
10.29,5.0,2.0,4.0,1800.0,176.0,3.883829271
12.75,13.0,8.0,4.0,2700.0,125.3,4.904904339
12.7,8.0,2.0,4.0,5000.0,180.3,4.160912273
10.36,8.0,5.0,4.0,2050.0,97.7,4.185555442
12.7,5.0,2.0,4.0,1950.0,150.0,4.033709524
10.29,5.0,2.0,4.0,1800.0,88.2,3.89324785
12.7,13.0,5.0,4.0,2300.0,133.0,4.783232686
10.34,13.0,0.3,4.0,1800.0,142.9,4.461415282
12.83,16.0,8.0,4.0,2500.0,150.0,4.632104187
12.7,13.0,5.0,4.0,2000.0,142.9,4.417031744
10.36,8.0,5.0,4.0,2000.0,135.0,4.360675309
10.34,8.0,2.0,4.0,1800.0,142.9,3.86388263
12.7,8.0,2.0,4.0,4200.0,115.35,3.689129423
12.88,13.0,5.0,4.0,3200.0,115.35,4.256179925
12.83,5.0,0.3,4.0,2250.0,142.9,3.660222745
12.78,8.0,2.0,4.0,3000.0,142.9,3.938664936
12.7,8.0,0.3,4.0,2100.0,142.9,3.740047741
10.24,5.0,0.3,4.0,1700.0,142.9,3.374511116
10.16,5.0,0.3,4.0,1700.0,142.9,3.348850901
7.75,2.0,0.3,0.25,1500.0,142.9,3.104586678
10.03,2.0,0.3,4.0,1700.0,142.9,3.47010136
7.75,3.15,0.3,4.0,1500.0,142.9,3.335057579
10.24,5.0,0.3,4.0,1800.0,142.9,3.812865434
10.29,5.0,0.3,4.0,1800.0,142.9,3.535145354
11.81,8.0,1.0,4.0,2100.0,142.9,4.346787983
12.7,12.2,8.0,4.0,2700.0,143.0,4.825028346
15.24,12.2,8.0,4.0,3520.0,175.0,5.247760643
12.83,12.3,8.0,4.0,3450.0,168.0,5.042586055
12.7,12.3,8.0,4.0,2770.0,143.0,4.565077092
25.45,8.0,2.0,4.0,9240.0,517.0,5.032201072
12.83,13.0,5.0,4.0,3000.0,160.0,4.177306083
15.77,13.0,32.0,4.0,3400.0,164.0,5.303105883
15.77,13.0,32.0,4.0,3400.0,164.0,4.974178757
15.47,13.0,8.0,4.0,3020.0,150.0,4.782144136
20.32,8.0,8.0,4.0,5100.0,310.0,4.789822358
15.34,13.0,25.0,4.0,4000.0,180.0,5.414677168
16.23,13.0,16.0,4.0,3500.0,206.0,5.131081447
16.23,13.0,14.5,4.0,3500.0,206.0,4.896570338
15.47,13.0,8.0,4.0,3020.0,150.0,4.270955399
15.77,13.0,24.0,4.0,3400.0,162.0,4.743278588
15.9,13.0,8.0,4.0,4000.0,167.0,4.353241283
15.37,13.0,16.0,4.0,3750.0,175.0,4.961234944
18.08,13.0,8.0,4.0,5000.0,210.0,4.64851699
17.65,13.0,13.0,4.0,5000.0,230.0,4.698296164
14.83,13.0,16.0,4.0,3000.0,152.0,4.938637914
15.32,13.0,16.0,4.0,3750.0,176.0,5.078667704
13.84,13.0,5.0,4.0,3020.0,142.0,4.406475315
14.83,13.0,24.0,4.0,3400.0,153.0,5.302857047
12.88,13.0,8.0,4.0,3000.0,150.0,4.243769809
15.21,13.0,8.0,4.0,3000.0,164.0,4.480400299
14.35,13.0,8.0,4.0,3000.0,149.0,4.671613143
15.06,13.0,8.0,4.0,3340.0,165.0,4.819555496
15.21,13.0,13.0,4.0,3750.0,172.0,4.687303016
12.75,13.0,8.0,4.0,3000.0,145.0,4.609759638
13.08,13.0,8.0,4.0,3200.0,155.0,4.477450444
12.7,13.0,5.0,4.0,3020.0,143.0,4.177459469
12.88,12.0,8.0,4.0,4000.0,184.0,4.825670246
12.93,12.0,8.0,4.0,2900.0,145.0,4.839767887
12.88,12.0,8.0,4.0,3500.0,170.0,4.714114273
20.32,8.0,2.0,4.0,4800.0,340.0,4.356324137
12.83,13.0,8.0,4.0,3300.0,162.0,4.703928958
12.83,13.0,8.0,4.0,3100.0,168.0,4.29374172
15.39,13.0,5.0,4.0,4500.0,219.0,4.420405648
12.75,12.0,8.0,4.0,3000.0,153.0,4.790487252
12.7,13.0,5.0,4.0,2200.0,140.0,4.424607082
12.75,13.0,8.0,4.0,3300.0,156.0,4.596835549
12.7,13.0,5.0,4.0,4000.0,160.0,4.455393261
12.83,13.0,5.0,4.0,3000.0,158.0,4.46383701
12.75,13.0,13.0,4.0,3100.0,160.0,4.765416535
12.75,20.0,8.0,4.0,3100.0,157.0,4.405132623
10.29,8.0,2.0,4.0,1730.0,159.0,3.883006056
12.7,13.0,5.0,4.0,2550.0,162.0,4.315352501
12.83,8.0,8.0,4.0,3600.0,165.0,4.321878462
12.83,13.0,5.0,4.0,3000.0,165.0,4.572337029
12.7,8.0,2.0,4.0,2000.0,156.0,3.981362484
12.7,8.0,2.0,4.0,2000.0,160.0,3.855875845
12.7,8.0,2.0,4.0,2000.0,156.0,3.872658282
12.7,13.0,5.0,4.0,3100.0,130.0,4.640151155
12.83,13.0,5.0,4.0,3000.0,162.0,4.142658423
12.7,8.0,5.0,4.0,2300.0,140.0,4.50821866
12.83,13.0,5.0,4.0,3000.0,162.0,4.49880917
12.7,8.0,5.0,4.0,2300.0,140.0,4.159195535
10.34,13.0,1.3,4.0,2150.0,138.0,4.390862483
15.14,16.0,8.0,4.0,4150.0,195.0,5.427853288
30.56,8.0,2.0,4.0,2500.0,850.0,5.239310186
25.43,5.0,2.0,4.0,8380.0,855.0,5.163585253
19.96,8.0,2.0,4.0,5900.0,350.0,4.849135453
15.24,8.0,2.0,4.0,3000.0,160.0,4.054216771
17.65,5.0,0.3,4.0,3000.0,305.0,4.494350351
17.78,2.0,0.3,4.0,2800.0,294.8,4.18235544
19.94,2.0,0.3,4.0,3800.0,313.0,4.297285406
17.78,13.0,5.0,4.0,5000.0,239.0,5.062088576
17.78,5.0,2.0,4.0,4100.0,325.0,4.613039144
15.24,5.0,2.0,4.0,3000.0,160.0,4.459450532
25.4,5.0,2.0,4.0,7000.0,626.0,5.02427518
17.78,5.0,0.3,4.0,4100.0,319.8,4.428790939
17.78,5.0,0.3,4.0,4000.0,340.2,4.399006655
17.78,3.15,0.3,4.0,2000.0,372.0,4.418238017
12.88,13.0,13.0,4.0,3075.0,150.0,4.757719584
15.24,13.0,13.0,4.0,3600.0,175.0,4.668426636
15.24,13.0,10.5,4.0,3500.0,188.0,5.414588148
15.24,13.0,8.0,4.0,2965.0,157.5,4.806640562
12.83,13.0,5.0,4.0,2730.0,137.0,4.065945088
15.24,12.0,10.5,4.0,3930.0,185.0,5.087411133
15.24,12.0,8.0,4.0,3930.0,188.0,4.669364898
12.75,16.0,16.0,4.0,2600.0,142.0,4.664570529
12.83,12.0,16.0,4.0,3000.0,169.0,5.099744469
12.83,16.0,8.0,4.0,3000.0,175.0,4.39432569
12.88,12.0,16.0,4.0,3000.0,170.0,4.912140047
12.75,16.0,16.0,4.0,2500.0,145.0,4.789572909
12.83,16.0,8.0,4.0,3200.0,174.0,4.625364893
12.7,13.0,5.0,4.0,2200.0,140.0,4.009875406
12.83,20.0,13.0,4.0,3000.0,165.0,4.718409582
12.83,13.0,5.0,4.0,2700.0,155.0,4.505681287
12.7,13.0,5.0,4.0,2300.0,149.8,4.562053895
12.83,13.0,5.0,4.0,2800.0,153.0,4.543826556
12.7,13.0,5.0,4.0,2200.0,142.0,4.259435182
12.7,13.0,4.0,4.0,2840.0,158.0,4.553771623
12.83,13.0,4.0,4.0,2800.0,156.0,4.439351701
12.7,13.0,4.0,4.0,2840.0,158.0,4.566325402
12.75,12.0,5.0,4.0,3000.0,161.0,4.175770928
12.75,12.0,5.0,4.0,3000.0,161.0,4.746409298
12.83,13.0,5.0,4.0,2700.0,155.0,4.493456196
12.7,13.0,5.0,4.0,2200.0,140.0,4.609560534
12.7,8.0,5.0,4.0,2200.0,140.0,4.100326634
12.7,5.0,1.3,4.0,2000.0,140.1,3.852060664
12.83,13.0,5.0,4.0,3000.0,170.0,4.880526609
12.7,13.0,4.0,4.0,2840.0,158.0,4.131640347
12.83,13.0,4.0,4.0,2800.0,155.0,4.730745009
12.83,13.0,5.0,4.0,2800.0,153.0,4.587515251
12.83,13.0,4.0,4.0,2600.0,165.0,4.119524861
12.75,20.2,13.0,4.0,2700.0,161.0,4.703294584
12.7,13.0,4.0,4.0,2150.0,143.0,4.666359354
12.75,21.0,4.0,4.0,2840.0,168.0,4.404766122
12.7,8.0,2.0,4.0,2000.0,138.9,4.256605125
10.34,8.0,2.0,4.0,2000.0,156.0,3.948354935
12.75,20.0,4.0,4.0,2840.0,155.0,4.812021741
12.83,13.0,8.0,4.0,2600.0,154.5,4.144879236
10.29,8.0,2.0,4.0,2000.0,146.0,4.227855121
12.75,13.0,4.0,4.0,2840.0,168.0,4.88741249
12.7,13.0,5.0,4.0,2840.0,160.0,4.92180408
12.83,20.0,13.0,4.0,2800.0,150.0,4.985454229
12.83,13.0,4.0,4.0,2800.0,147.0,4.167285187
12.7,20.0,4.0,4.0,2840.0,157.0,4.932889945
12.83,13.0,8.0,4.0,2600.0,155.0,4.16852396
12.7,13.0,5.0,4.0,2000.0,138.0,4.048649603
12.7,13.0,5.0,4.0,2000.0,140.0,4.239454497
10.34,8.0,2.0,4.0,2000.0,154.0,4.101651137
12.83,13.0,4.0,4.0,2600.0,183.0,4.576153237
10.29,5.0,0.3,4.0,2100.0,145.0,3.803992261
12.7,8.0,5.0,4.0,2100.0,160.0,4.258445573
12.7,8.0,5.0,4.0,2100.0,160.0,4.143928062
20.55,8.0,1.6,4.0,6700.0,425.0,5.057773301
12.83,13.0,5.0,4.0,2600.0,158.0,4.457481913
12.7,13.0,5.0,4.0,2600.0,160.0,4.461761603
12.75,13.0,13.0,4.0,2400.0,154.0,4.462684538
10.34,8.0,1.3,4.0,2040.0,146.0,4.470037512
12.83,13.0,8.0,4.0,2600.0,155.0,4.674696249
12.83,13.0,8.0,4.0,2600.0,155.0,4.382901252
12.83,13.0,8.0,4.0,2600.0,155.0,4.239166147
12.7,13.0,5.0,4.0,2600.0,164.0,4.766608532
10.34,5.0,0.3,4.0,2100.0,158.0,4.206333064
12.7,4.0,5.0,4.0,2600.0,160.0,4.166355098
12.7,4.0,5.0,4.0,2600.0,160.0,4.736461572
12.7,13.0,5.0,4.0,2700.0,151.0,4.185403293
10.29,13.0,5.0,4.0,2100.0,137.0,4.407572542
12.7,4.0,5.0,4.0,2600.0,160.0,4.713755496
12.7,5.0,2.0,4.0,1950.0,160.0,3.96726848
12.7,13.0,5.0,4.0,2600.0,145.0,4.808682295
10.29,13.0,5.0,4.0,2110.0,137.0,4.340292766
12.7,8.0,2.0,4.0,2000.0,150.0,3.962906216
10.16,5.0,0.3,4.0,1300.0,130.0,3.938664936
12.7,4.0,5.0,4.0,2600.0,160.0,4.237000863
12.7,4.0,5.0,4.0,2600.0,160.0,4.572956864
10.29,5.0,0.3,4.0,2000.0,140.0,3.584351925
10.29,5.0,0.3,4.0,2000.0,140.0,3.58407434
12.83,13.0,5.0,4.0,2600.0,165.0,4.117409835
12.83,13.0,5.0,4.0,2600.0,165.0,4.618382517
10.34,8.0,1.3,4.0,2040.0,143.5,4.061649179
10.24,8.0,2.1,4.0,2100.0,130.0,4.372102553
12.7,8.0,2.1,4.0,2100.0,149.0,4.233526626
12.7,8.0,2.1,4.0,2100.0,149.0,4.633757643
10.29,5.0,0.3,4.0,2100.0,130.0,3.673511977
10.24,8.0,2.1,4.0,2100.0,130.0,4.506233438
12.93,4.0,2.1,4.0,3300.0,217.0,4.742320024
10.24,5.0,0.3,4.0,1650.0,120.0,4.025351691
10.29,5.0,0.3,4.0,2100.0,130.0,4.373616367
10.24,8.0,1.6,4.0,1800.0,123.0,4.217004575
10.24,4.0,1.6,4.0,1800.0,122.0,4.172847624
10.24,8.0,1.6,4.0,1800.0,120.0,3.764218811
12.7,4.0,2.1,4.0,3200.0,160.0,3.642835516
7.75,5.0,1.6,4.0,1230.0,100.0,3.827336197
10.29,8.0,1.6,4.0,1860.0,130.0,4.402931595
10.24,5.0,1.6,4.0,2000.0,123.9,4.244200318
11.89,4.0,2.1,4.0,2300.0,156.0,4.274580613
10.34,4.0,2.1,4.0,2300.0,143.0,3.729301369
10.16,5.0,1.6,4.0,1650.0,114.0,3.456316681
10.16,5.0,1.6,4.0,1650.0,107.0,4.044804117
16.43,13.0,32.0,4.0,4200.0,192.0,5.426578646
15.27,13.0,32.0,4.0,3650.0,165.0,5.022959044
15.62,13.0,32.0,4.0,3340.0,159.0,5.095956354
15.62,13.0,32.0,4.0,3340.0,159.0,4.882650396
15.47,13.0,8.0,4.0,3020.0,150.0,4.439233658
15.77,13.0,8.0,4.0,3400.0,160.0,4.469006761
18.08,13.0,8.0,4.0,5000.0,210.0,5.003409249
20.32,13.0,16.0,4.0,4500.0,295.0,5.887797042
20.32,13.0,8.0,4.0,5100.0,310.0,4.747884288
15.47,13.0,8.0,4.0,3020.0,150.0,4.212127598
15.47,13.0,8.0,4.0,3020.0,150.0,4.246636373
15.9,13.0,8.0,4.0,4000.0,168.0,4.439587745
15.9,13.0,16.0,4.0,4000.0,168.0,4.687026632
15.9,13.0,16.0,4.0,4000.0,168.0,4.713396591
13.84,8.0,5.0,4.0,3020.0,142.0,4.001498012
15.34,13.0,25.0,4.0,3750.0,172.0,5.296666004
15.77,13.0,16.0,4.0,3400.0,160.0,4.92180408
16.23,13.0,24.0,4.0,4200.0,187.0,6.109092015
17.83,13.0,24.0,4.0,5000.0,232.0,4.885525483
16.23,13.0,24.0,4.0,4200.0,189.0,5.496676301
16.59,13.0,24.0,4.0,4000.0,188.0,4.901415489
25.43,5.0,2.0,4.0,5100.0,460.0,4.6226171
25.43,8.0,8.0,4.0,7500.0,475.0,5.232978525
15.37,13.0,8.0,4.0,4000.0,173.0,4.53635587
15.32,13.0,8.0,4.0,3750.0,172.0,4.721440968
15.77,13.0,8.0,4.0,3400.0,160.0,4.855306142
15.32,13.0,8.0,4.0,3340.0,169.0,4.81510691
15.32,13.0,8.0,4.0,3750.0,166.0,4.944353031
13.84,13.0,5.0,4.0,3020.0,142.0,4.037950562
12.7,8.0,2.0,4.0,2280.0,175.0,3.999117712
12.88,13.0,8.0,4.0,3000.0,150.0,4.416669578
12.88,13.0,5.0,4.0,3000.0,150.0,4.091005661
15.24,13.0,24.0,4.0,4000.0,183.0,5.523019702
15.27,13.0,24.0,4.0,4000.0,180.0,4.701843073
12.9,13.0,24.0,4.0,3400.0,165.0,4.694645192
14.83,13.0,16.0,4.0,3000.0,145.0,4.626246512
15.21,13.0,8.0,4.0,3000.0,155.0,4.282620578
15.21,13.0,8.0,4.0,3000.0,155.0,4.515573652
15.21,13.0,8.0,4.0,3000.0,155.0,4.508769412
15.06,13.0,8.0,4.0,4000.0,170.0,4.773984259
25.6,13.0,8.0,4.0,7500.0,498.0,4.976457842
25.6,13.0,8.0,4.0,7500.0,498.0,4.888919535
20.42,13.0,8.0,4.0,5100.0,316.0,4.617395156
14.35,8.0,8.0,4.0,3000.0,143.0,4.480400299
15.24,8.0,8.0,4.0,3340.0,169.0,4.858416081
15.24,8.0,8.0,4.0,4000.0,178.0,4.673296015
15.24,8.0,8.0,4.0,4000.0,178.0,5.13996621
12.93,8.0,8.0,4.0,4000.0,186.0,4.260847213
12.93,8.0,8.0,4.0,3340.0,164.0,4.494797129
12.7,13.0,5.0,4.0,3020.0,145.0,4.41255584
12.83,12.0,8.0,4.0,4000.0,165.0,4.643621372
20.32,8.0,8.0,4.0,4800.0,310.0,4.853903508
23.01,5.0,2.0,4.0,4800.0,460.0,4.815269024
25.43,8.0,8.0,4.0,6660.0,310.0,4.668426636
12.83,8.0,20.0,4.0,3340.0,169.0,5.052097084
12.7,8.0,20.0,4.0,2950.0,143.0,4.469923037
12.7,13.0,5.0,4.0,2200.0,140.0,4.432600921
20.32,5.0,2.0,4.0,4800.0,350.0,4.531738908
17.78,2.0,2.0,4.0,3340.0,250.0,4.211238314
12.83,12.0,8.0,4.0,4000.0,165.0,4.383275854
12.7,13.0,5.0,4.0,3000.0,150.0,4.367293635
12.7,8.0,5.0,4.0,3000.0,150.0,4.140750935
12.7,8.0,2.0,4.0,2200.0,175.0,4.146778872
12.83,8.0,8.0,4.0,3750.0,165.0,4.406597289
12.73,8.0,8.0,4.0,3200.0,145.0,4.08832649
12.75,12.0,8.0,4.0,3000.0,146.0,4.401338946
12.75,12.0,8.0,4.0,3000.0,147.0,4.194793034
12.7,13.0,5.0,4.0,3020.0,138.0,4.694553747
12.83,12.5,8.0,4.0,4000.0,169.0,4.638314785
12.83,12.5,8.0,4.0,4000.0,169.0,5.790082488
12.93,12.5,8.0,4.0,4000.0,190.0,4.677025623
12.7,13.0,5.0,4.0,4100.0,145.0,4.175156205
20.42,8.0,8.0,4.0,5100.0,326.0,4.939783553
12.83,16.0,8.0,4.0,3340.0,160.0,4.859889921
12.7,12.0,8.0,4.0,3020.0,146.0,4.599554447
25.4,8.0,2.0,4.0,6660.0,495.0,4.870069696
17.78,13.0,5.0,4.0,4360.0,250.0,4.767629114
17.78,2.0,2.0,4.0,4100.0,278.0,4.097506226
12.83,16.0,8.0,4.0,3340.0,160.0,4.98620598
17.78,5.0,2.0,4.0,4100.0,278.0,4.384024637
17.78,13.0,5.0,4.0,4360.0,250.0,4.666171208
10.29,5.0,2.0,4.0,2100.0,150.0,3.694612986
12.7,8.0,2.0,4.0,2200.0,135.0,4.111037785
12.75,13.0,8.0,4.0,4000.0,147.0,4.179604406
12.83,12.0,8.0,4.0,3400.0,162.0,4.285102653
12.75,12.0,8.0,4.0,3000.0,144.0,4.427477898
25.43,13.0,5.0,4.0,6660.0,500.0,4.94883081
12.7,13.0,5.0,4.0,2200.0,135.0,4.579236804
15.24,16.0,8.0,4.0,4000.0,185.0,4.878322207
12.83,13.0,5.0,4.0,3000.0,167.0,4.588125751
12.7,13.0,5.0,4.0,4000.0,160.0,4.351438553
12.88,12.3,8.0,4.0,3450.0,178.0,4.527640983
12.83,13.0,8.0,4.0,2200.0,156.0,4.580057485
12.7,8.0,2.0,4.0,2200.0,125.0,4.157006323
12.83,13.0,5.0,4.0,2200.0,167.0,4.12049952
20.32,8.0,2.0,4.0,4800.0,330.0,4.83540851
10.29,5.0,2.0,4.0,2000.0,141.5,3.936325298
12.7,8.0,2.0,4.0,2000.0,160.0,4.019261756
12.7,13.0,5.0,4.0,2200.0,131.0,4.460491175
12.7,13.0,5.0,4.0,2200.0,131.0,4.307976353
15.44,13.0,5.0,4.0,4360.0,228.0,5.097791105
12.75,13.0,8.0,4.0,2680.0,144.0,4.725616339
12.7,5.0,2.0,4.0,2200.0,150.0,4.039360254
17.78,13.0,5.0,4.0,5000.0,239.0,4.58629313
12.7,5.0,2.0,4.0,2000.0,178.0,4.097173889
10.29,5.0,0.3,4.0,1950.0,160.0,4.01186834
10.29,5.0,0.3,4.0,1750.0,150.0,3.509154523
7.75,2.0,2.0,4.0,1350.0,130.0,3.735524462
15.24,8.0,2.0,4.0,3500.0,173.0,4.398023008
15.24,13.0,5.0,4.0,4100.0,185.0,5.090308703
23.01,5.0,2.0,4.0,4800.0,433.0,4.497139442
20.32,5.0,0.3,4.0,4800.0,360.0,4.548705649
17.78,2.0,2.0,4.0,4100.0,278.0,4.32823021
12.7,8.0,2.0,4.0,2000.0,160.0,3.977623463
10.29,5.0,2.0,4.0,2000.0,153.0,3.730021397
12.83,13.0,5.0,4.0,3000.0,165.0,4.802380355
15.24,13.0,5.0,4.0,4100.0,185.0,4.364371699
12.7,8.0,1.0,4.0,2000.0,160.0,4.331259518
10.16,3.15,2.0,4.0,1500.0,126.0,3.540379446
12.7,13.0,8.0,4.0,2500.0,124.0,4.301494224
10.29,8.0,5.0,4.0,2000.0,115.0,4.412313327
12.83,5.0,0.3,4.0,2300.0,180.0,4.184794465
12.7,5.0,0.3,4.0,2100.0,180.0,3.874943997
25.43,3.15,0.3,4.0,6600.0,620.0,4.898436637
10.29,8.0,5.0,4.0,2000.0,115.0,4.362716386
10.29,8.0,5.0,4.0,2000.0,115.0,3.897112393
20.32,5.0,1.0,4.0,4800.0,329.0,4.564452353
17.78,13.0,5.0,4.0,5000.0,239.0,5.058281948
10.29,5.0,0.3,4.0,1750.0,145.0,3.555633735
17.78,3.15,0.3,4.0,4100.0,350.0,4.435211888
10.34,8.0,5.0,4.0,2000.0,120.0,4.161379964
15.27,13.0,5.0,4.0,4050.0,202.0,4.862676516
10.16,2.0,0.3,4.0,1350.0,123.0,3.153163282
7.75,0.3,0.3,0.25,1350.0,130.0,3.028199464
12.7,8.0,1.0,4.0,2400.0,150.0,4.25561271
10.29,3.15,0.3,4.0,1730.0,150.0,3.471966453
10.24,5.0,0.3,4.0,1700.0,160.0,3.585461495
12.7,8.0,1.3,4.0,2150.0,155.0,3.915815804
12.7,5.0,0.3,4.0,2150.0,170.0,3.974058396
7.75,3.15,0.3,4.0,1975.0,150.0,3.316002536
10.29,5.0,0.3,4.0,1700.0,155.0,4.145829505
17.78,3.15,0.3,4.0,4100.0,335.0,4.362461479
10.34,8.0,5.0,4.0,2000.0,120.0,4.034240638
10.16,5.0,0.3,4.0,1730.0,130.0,3.706473763
10.16,5.0,1.3,4.0,1650.0,140.0,3.942746178
7.75,2.0,0.3,0.25,1700.0,120.0,3.237108593
10.34,13.0,1.3,4.0,2420.0,122.0,3.958333908
10.29,8.0,1.3,4.0,2150.0,145.0,3.708927149
10.29,5.0,0.3,4.0,1950.0,150.0,4.363480717
10.16,5.0,0.3,4.0,1730.0,140.0,4.028560822
10.16,5.0,0.3,4.0,1950.0,130.0,3.829293358
15.27,8.0,1.0,4.0,4050.0,198.0,4.591476859
12.7,13.0,1.3,4.0,3000.0,170.0,4.752123599
10.29,5.0,0.3,4.0,1700.0,150.0,3.78487122
25.43,3.15,0.3,4.0,6600.0,620.0,5.055034881
12.7,8.0,2.0,4.0,2500.0,150.0,3.930255774
19.94,5.0,2.0,4.0,4450.0,384.0,4.368054477
10.29,8.0,2.0,4.0,2100.0,141.0,3.924741778
10.29,5.0,2.0,4.0,1700.0,138.0,3.463546007
12.7,13.0,5.0,4.0,2000.0,134.0,4.249637447
10.16,5.0,0.3,4.0,2000.0,130.0,3.654546775
10.16,5.0,0.3,4.0,2000.0,129.0,3.309082093
12.83,13.0,5.0,4.0,2000.0,134.0,4.077367938
12.7,16.0,8.0,4.0,2000.0,134.0,4.482437421
12.7,13.0,5.0,4.0,2000.0,134.0,4.532599493
12.7,13.0,5.0,4.0,2300.0,143.0,4.245490733
7.85,5.0,0.3,4.0,1350.0,134.0,3.473828073
10.16,5.0,0.3,4.0,1625.0,114.5,3.231989464
12.7,8.0,0.3,4.0,1800.0,104.5,3.583796678
12.7,13.0,2.0,4.0,1625.0,114.5,4.490320344
12.83,13.0,5.0,4.0,1625.0,176.5,4.595018835
7.85,5.0,0.3,0.25,1625.0,114.5,3.183870216
7.67,3.15,0.3,0.25,1625.0,114.5,3.032546247
17.78,2.0,0.3,4.0,1625.0,335.0,4.246636373
17.78,2.0,0.3,4.0,1625.0,335.0,4.292512127
12.7,5.0,0.3,4.0,1625.0,150.0,3.70450671
10.29,5.0,0.3,4.0,1400.0,114.5,3.527242489
10.16,3.15,0.3,4.0,1625.0,87.5,3.18138162
10.16,3.15,0.3,4.0,1625.0,110.0,3.375879574
10.24,8.0,2.0,4.0,1625.0,126.5,3.697591395
12.7,5.0,0.3,4.0,1625.0,114.5,3.345332249
10.16,5.0,0.3,0.25,1450.0,114.5,3.097385927
10.16,3.15,0.3,0.25,1625.0,75.0,4.124226937
