Customer ID,Tenure,Phone Service,Contract,Paper Less Billing,Payment Method,Monthly Charges,Total Charges,Churn
5198-EFNBM,57,Yes,One year,Yes,Electronic check,90.65000153,5199.799805,No
7516-GMHUV,50,Yes,Two year,Yes,Credit card (automatic),105.0500031,5163.299805,No
7140-ADSMJ,8,Yes,Month-to-month,Yes,Credit card (automatic),20.45000076,162.3000031,No
2230-XTUWL,48,Yes,Two year,No,Mailed check,19.54999924,883.3499756,No
7706-YLMQA,70,Yes,One year,No,Bank transfer (automatic),19.70000076,1341.5,No
2585-KTFRE,1,Yes,Month-to-month,Yes,Bank transfer (automatic),70.44999695,70.44999695,No
7994-UYIVZ,8,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65000153,659.4500122,No
2609-IAICY,1,Yes,Month-to-month,Yes,Electronic check,77.15000153,77.15000153,Yes
1740-CSDJP,1,No,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,Yes
7717-BICXI,60,Yes,Two year,No,Mailed check,20.54999924,1205.050049,No
6559-RAKOZ,49,Yes,One year,Yes,Electronic check,97.94999695,4917.899902,No
2636-OHFMN,4,No,Month-to-month,Yes,Electronic check,48.54999924,201,Yes
4716-MRVEN,29,Yes,One year,No,Mailed check,20,599.2999878,No
2143-LJULT,67,Yes,Two year,Yes,Credit card (automatic),25.25,1733.150024,No
1323-OOEPC,53,Yes,Month-to-month,Yes,Credit card (automatic),98.40000153,5149.5,Yes
3200-MNQTF,67,Yes,Two year,No,Credit card (automatic),70.90000153,4677.100098,No
6164-HXUGH,6,Yes,Month-to-month,No,Mailed check,19.85000038,119.3000031,No
5630-IXDXV,47,Yes,Month-to-month,Yes,Electronic check,106.3499985,4849.100098,No
0320-DWVTU,53,Yes,Two year,No,Mailed check,99.5,5424.25,No
9135-MGVPY,69,Yes,Two year,Yes,Mailed check,84.69999695,5878.899902,No
1212-GLHMD,3,Yes,Month-to-month,Yes,Mailed check,86.05000305,244.8500061,No
7878-JGDKK,4,Yes,Month-to-month,No,Mailed check,44.54999924,220.75,No
1088-AUUZZ,56,Yes,Two year,Yes,Credit card (automatic),75.84999847,4261.200195,No
0397-GZBBC,59,Yes,Month-to-month,Yes,Bank transfer (automatic),93.84999847,5574.75,Yes
6614-YWYSC,61,Yes,Two year,No,Bank transfer (automatic),25,1501.75,No
9588-OZDMQ,2,Yes,Month-to-month,Yes,Electronic check,45,89.75,No
7641-EUYET,46,Yes,Month-to-month,Yes,Electronic check,100.6999969,4541.200195,Yes
6476-EPYZR,12,Yes,Month-to-month,No,Mailed check,20.5,255.5,No
9921-ZVRHG,14,Yes,Month-to-month,Yes,Electronic check,80.44999695,1072,Yes
1174-FGIFN,28,Yes,One year,Yes,Electronic check,90.44999695,2509.25,No
6620-HVDUJ,24,Yes,Month-to-month,No,Bank transfer (automatic),60.45000076,1440.75,No
4701-MLJPN,31,Yes,Month-to-month,Yes,Electronic check,55.25,1715.650024,Yes
1032-MAELW,68,Yes,One year,Yes,Electronic check,78.44999695,5333.350098,No
7641-TQFHN,39,Yes,Two year,No,Mailed check,100.5500031,3895.350098,No
1552-TKMXS,42,Yes,Month-to-month,No,Credit card (automatic),20.35000038,869.9000244,No
9206-GVPEQ,13,No,Month-to-month,Yes,Electronic check,54.45000076,706.8499756,Yes
8622-ZLFKO,6,Yes,Month-to-month,Yes,Electronic check,90.75,512.25,No
1596-BBVTG,35,Yes,Month-to-month,No,Credit card (automatic),75.34999847,2636.050049,Yes
6188-UXBBR,38,Yes,One year,Yes,Credit card (automatic),20.25,814.75,No
2333-KWEWW,18,Yes,Two year,No,Credit card (automatic),20.04999924,388.6000061,No
5702-SKUOB,4,Yes,Month-to-month,No,Mailed check,19.60000038,93.44999695,No
1134-YWTYF,27,Yes,Month-to-month,Yes,Electronic check,53.79999924,1389.849976,No
6061-GWWAV,41,Yes,One year,No,Mailed check,70.19999695,2894.550049,No
0679-TDGAK,50,Yes,One year,No,Electronic check,75.5,4025.600098,No
6585-WCEWR,72,Yes,Two year,No,Electronic check,20.35000038,1354.400024,No
9067-YGSCA,70,Yes,One year,No,Credit card (automatic),26.04999924,1856.400024,No
9067-SQTNS,44,Yes,One year,No,Bank transfer (automatic),20.60000038,926,No
8433-WXGNA,2,Yes,Month-to-month,Yes,Electronic check,75.69999695,189.1999969,Yes
1776-SPBWV,34,Yes,One year,Yes,Bank transfer (automatic),20.10000038,682.0999756,No
8735-SDUFN,72,Yes,Two year,No,Bank transfer (automatic),24.29999924,1778.699951,No
9668-PUGNU,71,Yes,Two year,Yes,Electronic check,24.5,1816.199951,No
9405-GPBBG,64,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,No
1926-QUZNN,72,Yes,Two year,Yes,Bank transfer (automatic),25.25,1841.199951,No
3707-GNWHM,1,Yes,Month-to-month,Yes,Mailed check,74.25,74.25,Yes
7016-NVRIC,29,Yes,One year,No,Bank transfer (automatic),90.09999847,2656.699951,No
5829-NVSQN,23,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.449951,No
9565-AXSMR,52,Yes,Two year,No,Mailed check,19.20000076,1054.75,No
8922-LIEGH,25,Yes,Month-to-month,Yes,Electronic check,89.69999695,2187.550049,Yes
8869-LIHMK,64,Yes,Two year,Yes,Bank transfer (automatic),115.0999985,7334.049805,No
8245-UMPYT,16,Yes,Month-to-month,Yes,Electronic check,96.40000153,1581.199951,Yes
5186-SAMNZ,1,Yes,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,Yes
0447-RXSGD,24,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65000153,2404.850098,No
4927-WWOOZ,2,Yes,Month-to-month,Yes,Electronic check,91.44999695,171.4499969,No
5788-YPOEG,34,Yes,Two year,No,Mailed check,84.75,2839.449951,No
5373-SFODM,36,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,Yes
0661-KBKPA,53,Yes,One year,Yes,Mailed check,78.75,3942.449951,No
9081-WWXKP,47,Yes,Two year,No,Credit card (automatic),20.25,873.4000244,No
0784-ZQJZX,72,Yes,Two year,No,Credit card (automatic),19.89999962,1529.650024,No
3133-PZNSR,72,Yes,Two year,Yes,Credit card (automatic),97.75,6991.600098,No
5766-ZJYBB,1,Yes,Month-to-month,No,Mailed check,19.39999962,19.39999962,Yes
8931-GJJIQ,9,Yes,Month-to-month,Yes,Electronic check,83.30000305,803.2999878,Yes
4277-PVRAN,8,Yes,Month-to-month,Yes,Bank transfer (automatic),80.09999847,679.2999878,Yes
0022-TCJCI,45,Yes,One year,No,Credit card (automatic),62.70000076,2791.5,Yes
0722-SVSFK,7,Yes,Month-to-month,Yes,Electronic check,100.4000015,715,No
3612-YVGSJ,71,Yes,Two year,Yes,Credit card (automatic),24.45000076,1681.599976,No
9825-YCXWZ,41,Yes,One year,Yes,Bank transfer (automatic),101.0999985,4016.199951,No
5397-NSKQG,67,No,Two year,No,Credit card (automatic),50.90000153,3281.649902,No
8565-HBFNN,69,Yes,One year,Yes,Credit card (automatic),107.1999969,7317.100098,No
2000-DHJUY,70,Yes,Two year,Yes,Bank transfer (automatic),92.19999695,6474.450195,No
0203-HHYIJ,25,Yes,One year,No,Bank transfer (automatic),25.29999924,676.3499756,Yes
8670-ERCJH,72,Yes,Two year,No,Bank transfer (automatic),113.4000015,8164.100098,No
7758-UJWYS,34,No,Two year,Yes,Electronic check,40.54999924,1325.849976,No
2050-ONYDQ,65,Yes,Two year,No,Credit card (automatic),26,1654.849976,No
7055-JCGNI,70,Yes,Two year,Yes,Credit card (automatic),111.9499969,7795.950195,No
0739-UUAJR,72,No,Two year,Yes,Credit card (automatic),53.79999924,3952.449951,No
4826-DXMUP,35,Yes,One year,Yes,Mailed check,72.09999847,2495.149902,No
0952-KMEEH,13,Yes,Month-to-month,No,Mailed check,98.15000153,1230.25,Yes
7285-KLOTR,12,Yes,One year,No,Electronic check,78.84999847,876.75,No
0654-PQKDW,62,Yes,One year,Yes,Bank transfer (automatic),70.75,4263.450195,No
7175-NTIXE,25,Yes,Month-to-month,Yes,Credit card (automatic),76.15000153,1992.949951,No
7963-SHNDT,52,No,Two year,No,Mailed check,39.09999847,1982.099976,No
9796-BPKIW,8,Yes,Month-to-month,Yes,Credit card (automatic),69.94999695,562.7000122,No
0188-GWFLE,2,Yes,Month-to-month,No,Mailed check,20.04999924,33.70000076,No
8129-GMVGI,56,Yes,Two year,No,Mailed check,20.04999924,1090.099976,No
2882-DDZPG,12,Yes,Month-to-month,No,Bank transfer (automatic),19.45000076,227.4499969,No
3547-LQRIK,47,Yes,One year,No,Electronic check,26.89999962,1250.849976,No
9137-NOQKA,2,Yes,Month-to-month,No,Electronic check,19.20000076,37.20000076,No
5843-TTHGI,18,Yes,Month-to-month,Yes,Mailed check,50,892.7000122,No
1849-RJYIG,8,Yes,Month-to-month,Yes,Electronic check,60,487.75,No
8868-GAGIO,45,Yes,Month-to-month,Yes,Mailed check,84.55000305,3713.949951,No
4061-UKJWL,3,Yes,Month-to-month,No,Mailed check,45.45000076,141.6999969,No
5380-XPJNZ,38,Yes,One year,No,Mailed check,20.04999924,678.2000122,No
8263-QMNTJ,72,Yes,Two year,Yes,Electronic check,115.5500031,8425.299805,No
8178-EYZUO,46,Yes,Month-to-month,Yes,Electronic check,93.69999695,4154.799805,Yes
3230-JCNZS,71,Yes,Two year,Yes,Credit card (automatic),99,7061.649902,No
0277-ORXQS,66,No,Two year,No,Bank transfer (automatic),50.54999924,3364.550049,No
5130-IEKQT,25,Yes,Month-to-month,No,Mailed check,105.9499969,2655.25,Yes
3230-WYKIR,18,Yes,One year,Yes,Credit card (automatic),82,1425.449951,Yes
7996-BPXHY,13,Yes,Two year,Yes,Bank transfer (automatic),25,332.5,No
3227-WLKLI,65,Yes,Two year,No,Bank transfer (automatic),91.55000305,5963.950195,No
0407-BDJKB,60,Yes,Month-to-month,Yes,Electronic check,95.75,5742.899902,Yes
2266-FUBDZ,15,Yes,Two year,No,Mailed check,19.35000038,278.8500061,No
8237-ULIXL,72,Yes,Two year,No,Credit card (automatic),24.85000038,1871.849976,No
9600-UDOPK,30,Yes,Month-to-month,Yes,Credit card (automatic),94.05000305,2866.449951,Yes
8216-AZUUZ,42,Yes,Two year,Yes,Electronic check,100.4000015,4303.649902,No
9153-BTBVV,71,Yes,Two year,No,Bank transfer (automatic),25,1753,No
4074-SJFFA,1,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes
3269-ATYWD,39,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65000153,3759.050049,Yes
5186-PEIZU,35,Yes,Month-to-month,No,Bank transfer (automatic),19.25,617.6500244,No
1074-AMIOH,53,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.100098,No
4910-GMJOT,1,Yes,Month-to-month,Yes,Electronic check,94.59999847,94.59999847,Yes
0354-WYROK,31,Yes,Month-to-month,Yes,Electronic check,98.90000153,2911.300049,Yes
4361-FEBGN,48,Yes,Two year,No,Credit card (automatic),20.14999962,982.9500122,No
7748-UMTRK,30,Yes,Month-to-month,Yes,Electronic check,101.3000031,2974.5,No
0380-ZCSBI,10,Yes,Month-to-month,No,Credit card (automatic),20,198.6999969,No
7145-FEJWU,12,Yes,Month-to-month,Yes,Electronic check,105.3000031,1275.650024,No
6463-MVYRY,57,Yes,Two year,No,Bank transfer (automatic),69.84999847,4003,No
3969-JQABI,58,Yes,Month-to-month,Yes,Credit card (automatic),65.25,3791.600098,No
9624-EGDEQ,37,Yes,Two year,No,Mailed check,19.79999924,813.2999878,No
1051-EQPZR,44,Yes,Month-to-month,No,Mailed check,19.60000038,780.25,No
5849-ASHZJ,27,Yes,One year,No,Credit card (automatic),20.04999924,552.9000244,No
5780-INQIK,8,Yes,Month-to-month,No,Electronic check,49.40000153,408.25,No
7576-OYWBN,3,Yes,Month-to-month,Yes,Electronic check,76.05000305,231.8000031,Yes
4526-ZJJTM,25,Yes,Month-to-month,No,Bank transfer (automatic),88.40000153,2191.149902,No
8384-FZBJK,57,Yes,Month-to-month,Yes,Electronic check,100.5999985,5611.700195,No
3750-RNQKR,12,Yes,Month-to-month,No,Mailed check,19.45000076,246.25,No
0962-CQPWQ,62,Yes,Two year,No,Bank transfer (automatic),20.29999924,1296.150024,No
3096-YXENJ,65,Yes,Two year,Yes,Bank transfer (automatic),107.6500015,7082.850098,No
1265-BCFEO,71,Yes,Two year,Yes,Bank transfer (automatic),80.44999695,5662.25,No
5837-LXSDN,21,Yes,One year,Yes,Credit card (automatic),58.84999847,1215.449951,No
5945-AZYHT,71,Yes,One year,Yes,Electronic check,109.5999985,7854.149902,No
8325-QRPZR,7,Yes,Month-to-month,Yes,Electronic check,75.15000153,525,No
6384-VMJHP,72,Yes,Two year,Yes,Credit card (automatic),73,5265.200195,No
2262-SLNVK,1,Yes,Month-to-month,No,Electronic check,70.09999847,70.09999847,No
7730-CLDSV,72,Yes,Two year,Yes,Bank transfer (automatic),98.65000153,7129.450195,No
1135-HIORI,64,Yes,One year,Yes,Electronic check,111.4499969,7266.950195,No
0164-APGRB,72,Yes,Two year,Yes,Electronic check,114.9000015,8496.700195,No
6481-ESCNL,29,Yes,Month-to-month,No,Bank transfer (automatic),100.5500031,2878.75,No
1790-NESIO,13,Yes,Two year,Yes,Mailed check,20.39999962,261.2999878,No
1550-EENBN,31,Yes,Month-to-month,No,Electronic check,104.3499985,3205.600098,No
5539-TMZLF,1,Yes,Month-to-month,Yes,Electronic check,69.75,69.75,Yes
4323-SADQS,7,No,Month-to-month,Yes,Electronic check,34.5,279.25,Yes
4446-BZKHU,61,Yes,Month-to-month,Yes,Electronic check,105.5500031,6281.450195,Yes
5202-IVJNU,39,No,Month-to-month,No,Credit card (automatic),30.10000038,1131.300049,Yes
5976-JCJRH,10,Yes,Month-to-month,Yes,Electronic check,70.30000305,738.2000122,Yes
8198-RKSZG,14,Yes,Month-to-month,No,Credit card (automatic),80.44999695,1137.050049,No
0137-OCGAB,1,Yes,Month-to-month,Yes,Mailed check,80.19999695,80.19999695,Yes
3351-NQLDI,67,Yes,One year,Yes,Credit card (automatic),94.34999847,6341.450195,Yes
9297-EONCV,72,Yes,Two year,Yes,Bank transfer (automatic),91.34999847,6697.200195,No
7593-JNWRU,6,Yes,Month-to-month,Yes,Bank transfer (automatic),44.59999847,260.7999878,Yes
4588-YBNIB,1,Yes,Month-to-month,Yes,Mailed check,19.60000038,19.60000038,Yes
1069-QJOEE,25,Yes,One year,No,Electronic check,19.89999962,505.4500122,No
3336-JORSO,33,Yes,Month-to-month,Yes,Electronic check,110.4499969,3655.449951,Yes
7799-DSEWS,18,Yes,Month-to-month,Yes,Electronic check,68.34999847,1299.800049,No
8766-PAFNE,71,Yes,Two year,Yes,Credit card (automatic),79.09999847,5564.850098,No
5315-CKEQK,28,Yes,One year,Yes,Electronic check,51,1381.800049,No
3130-ICDUP,2,Yes,Month-to-month,No,Credit card (automatic),80.55000305,188.1000061,No
0820-FNRNX,17,Yes,Month-to-month,Yes,Mailed check,66.69999695,1077.050049,No
0880-FVFWF,56,Yes,Month-to-month,Yes,Electronic check,86.40000153,4922.399902,No
4611-ANLQC,60,No,One year,No,Electronic check,50.04999924,2911.5,No
4213-HKBJO,33,Yes,Two year,No,Credit card (automatic),25.70000076,826.0999756,No
2792-LSHWX,1,Yes,Month-to-month,Yes,Mailed check,83.40000153,83.40000153,No
5028-GZLDO,2,Yes,Month-to-month,No,Credit card (automatic),70.69999695,140.6999969,Yes
0014-BMAQU,63,Yes,Two year,Yes,Credit card (automatic),84.65000153,5377.799805,No
6861-XWTWQ,7,Yes,Month-to-month,Yes,Electronic check,99.25,665.4500122,Yes
9018-PCIOK,55,Yes,Two year,Yes,Mailed check,64.75,3617.100098,No
4837-QUSFT,65,Yes,One year,Yes,Bank transfer (automatic),100.1500015,6643.5,No
6877-TJMBR,1,Yes,Month-to-month,Yes,Electronic check,84.80000305,84.80000305,Yes
9953-ZMKSM,63,Yes,Two year,No,Mailed check,25.25,1559.300049,No
0907-HQNTS,70,Yes,Two year,Yes,Credit card (automatic),113,7987.600098,No
7665-NKLAV,36,No,Two year,No,Credit card (automatic),40.65000153,1547.349976,No
6769-DCQLI,52,Yes,One year,Yes,Bank transfer (automatic),105,5426.850098,Yes
2433-KMEAS,22,Yes,Month-to-month,Yes,Electronic check,54.45000076,1127.349976,Yes
4391-LNRXK,22,Yes,Month-to-month,Yes,Bank transfer (automatic),94.94999695,2142.800049,No
8250-ZNGGW,5,Yes,Month-to-month,No,Credit card (automatic),59.90000153,287.8500061,No
2195-ZRVAX,47,Yes,Month-to-month,Yes,Electronic check,85.30000305,4045.649902,Yes
3550-SAHFP,33,Yes,Month-to-month,Yes,Electronic check,83.34999847,2757.850098,Yes
2011-TRQYE,18,No,Month-to-month,Yes,Credit card (automatic),33.5,600,Yes
8562-GHPPI,1,Yes,Month-to-month,No,Credit card (automatic),19.79999924,19.79999924,No
5893-PYOLZ,56,Yes,Two year,Yes,Credit card (automatic),81.80000305,4534.450195,No
4986-MXSFP,2,Yes,Month-to-month,Yes,Mailed check,20,40.90000153,No
6131-FOYAS,35,Yes,Month-to-month,Yes,Electronic check,59.59999847,2094.899902,No
3027-YNWZU,64,Yes,Two year,No,Credit card (automatic),25,1584.800049,No
5609-IMCGG,15,Yes,Month-to-month,Yes,Credit card (automatic),84.34999847,1302.650024,No
4873-ILOLJ,24,Yes,Month-to-month,Yes,Electronic check,90.34999847,2238.5,Yes
4727-MCYZG,1,Yes,Month-to-month,No,Mailed check,55.54999924,55.54999924,No
9481-WHGWY,70,Yes,Two year,No,Credit card (automatic),75.34999847,5437.75,No
2725-KXXWT,1,Yes,Month-to-month,Yes,Electronic check,90.75,90.75,Yes
9565-DJPIB,4,Yes,Month-to-month,No,Mailed check,89.59999847,365.6499939,Yes
4328-VUFWD,39,Yes,One year,No,Electronic check,59.29999924,2209.149902,No
3301-LSLWQ,29,Yes,Month-to-month,Yes,Electronic check,66.09999847,1912.150024,No
7473-ZBDSN,14,Yes,Two year,No,Mailed check,18.79999924,255.5500031,No
3166-PNEOF,61,Yes,Two year,No,Credit card (automatic),86.44999695,5175.299805,No
5639-NTUPK,13,Yes,Month-to-month,Yes,Credit card (automatic),52.09999847,670.6500244,No
8780-YRMTT,66,No,Two year,Yes,Mailed check,47.40000153,3177.25,No
8348-HFYIV,2,No,Month-to-month,Yes,Electronic check,49.25,90.34999847,Yes
5140-FOMCQ,59,Yes,One year,Yes,Credit card (automatic),109.1500015,6557.75,No
6242-SGYTS,62,Yes,One year,Yes,Credit card (automatic),94.94999695,5791.850098,No
8166-ORCHU,33,Yes,One year,Yes,Electronic check,93.55000305,3055.5,No
8414-OOEEL,66,Yes,Two year,Yes,Credit card (automatic),79.5,5196.100098,No
8454-AATJP,72,Yes,Two year,No,Credit card (automatic),115.0500031,8405,No
6849-WLEYG,1,Yes,Month-to-month,No,Mailed check,19.75,19.75,Yes
4659-NZRUF,19,Yes,Month-to-month,Yes,Electronic check,95.15000153,1789.25,Yes
4531-AUZNK,51,Yes,One year,Yes,Mailed check,95.15000153,5000.049805,No
4191-XOVOM,63,Yes,Month-to-month,No,Electronic check,105.4000015,6713.200195,No
2150-OEGBV,27,Yes,One year,No,Bank transfer (automatic),20.10000038,562.5999756,No
8429-XIBUM,22,Yes,Month-to-month,Yes,Bank transfer (automatic),101.3499985,2317.100098,Yes
1855-CFULU,4,Yes,Month-to-month,No,Mailed check,20.04999924,91.44999695,No
4878-BUNFV,42,Yes,Two year,No,Mailed check,20.70000076,828.8499756,No
1872-EBWSC,29,Yes,One year,No,Mailed check,20.35000038,617.3499756,No
2608-BHKFN,4,Yes,Month-to-month,Yes,Credit card (automatic),70.05000305,266.8999939,Yes
7026-YMSBE,30,Yes,One year,No,Mailed check,19.70000076,625.0499878,No
7341-LXCAF,4,Yes,Month-to-month,Yes,Electronic check,74.65000153,301.3999939,Yes
6997-UVGOX,71,Yes,Two year,No,Bank transfer (automatic),85.44999695,6029.899902,No
9674-EHPPG,46,No,Two year,No,Credit card (automatic),40.40000153,1842.699951,No
9462-MJUAW,4,Yes,Month-to-month,No,Mailed check,50.40000153,206.6000061,Yes
8128-YVJRG,7,Yes,Month-to-month,Yes,Mailed check,79.65000153,604.7000122,Yes
5440-VHLUL,69,Yes,One year,Yes,Bank transfer (automatic),105.1999969,7386.049805,No
5781-BKHOP,72,Yes,Two year,No,Bank transfer (automatic),100.6500015,7334.049805,No
4283-FUTGF,19,Yes,Month-to-month,Yes,Electronic check,79.84999847,1471.75,Yes
5213-TWWJU,28,Yes,Month-to-month,No,Electronic check,91,2626.149902,No
1569-TTNYJ,5,Yes,Month-to-month,Yes,Electronic check,78.75,412.1000061,Yes
8628-MFKAX,72,Yes,Two year,Yes,Credit card (automatic),116.75,8277.049805,No
2397-BRLOM,8,Yes,Month-to-month,Yes,Credit card (automatic),80.44999695,583.4500122,Yes
7629-WIXZF,7,Yes,One year,Yes,Electronic check,59.09999847,369.25,No
5445-GLVOT,22,Yes,Month-to-month,Yes,Electronic check,49.79999924,1049.050049,No
3976-HXHCE,72,Yes,Two year,No,Bank transfer (automatic),19.29999924,1414.800049,No
2466-NEJOJ,8,Yes,Month-to-month,No,Credit card (automatic),19.64999962,169.75,No
0254-KCJGT,52,Yes,One year,Yes,Credit card (automatic),81.40000153,4354.450195,No
5472-CVMDX,68,No,Two year,No,Mailed check,38.90000153,2719.199951,No
6461-SZMCV,71,Yes,Two year,No,Bank transfer (automatic),87.94999695,6365.350098,No
8150-QUDFX,2,Yes,Month-to-month,No,Mailed check,19.85000038,51.59999847,No
9508-ILZDG,34,Yes,Month-to-month,Yes,Electronic check,96.34999847,3190.25,No
2346-DJQTB,35,No,Month-to-month,No,Electronic check,24.14999962,812.5,No
1697-LYYYX,61,Yes,One year,No,Credit card (automatic),19.10000038,1143.800049,No
1942-OQFRW,1,Yes,Month-to-month,No,Electronic check,44,44,No
4749-VFKVB,1,Yes,Month-to-month,Yes,Mailed check,50.09999847,50.09999847,Yes
9640-ZSLDC,53,Yes,One year,No,Credit card (automatic),60.59999847,3297,No
4231-LZUYM,72,Yes,Two year,No,Bank transfer (automatic),25.64999962,1887,No
7598-UAASY,2,Yes,Month-to-month,No,Electronic check,76.40000153,151.8000031,Yes
7938-OUHIO,3,Yes,Month-to-month,Yes,Electronic check,98.69999695,293.6499939,Yes
8510-AWCXC,13,Yes,Month-to-month,Yes,Electronic check,100.8000031,1308.099976,Yes
6128-AQBMT,41,No,Month-to-month,Yes,Electronic check,53.95000076,2215.399902,No
3594-BDSOA,24,Yes,One year,No,Credit card (automatic),20.39999962,482.7999878,No
0431-APWVY,28,Yes,One year,Yes,Bank transfer (automatic),90.09999847,2598.949951,Yes
5133-VRSAB,8,No,Month-to-month,No,Mailed check,29.35000038,216.4499969,No
5996-DAOQL,1,Yes,Month-to-month,Yes,Mailed check,20.45000076,20.45000076,No
6838-YAUVY,54,Yes,Two year,Yes,Bank transfer (automatic),95.09999847,5064.850098,No
0484-JPBRU,41,Yes,Month-to-month,Yes,Bank transfer (automatic),25.25,996.4500122,No
7883-ROJOC,19,Yes,Month-to-month,No,Mailed check,44.90000153,839.6500244,No
0244-LGNFY,72,Yes,Two year,No,Bank transfer (automatic),92.65000153,6733,No
7274-CGTOD,62,No,Two year,Yes,Bank transfer (automatic),43.70000076,2618.300049,No
4295-YURET,56,Yes,Two year,Yes,Credit card (automatic),72.59999847,4084.350098,No
3426-NIYYL,15,Yes,Month-to-month,No,Electronic check,51.54999924,765.5,Yes
8225-BTJAU,10,Yes,Month-to-month,Yes,Electronic check,79.25,793.5499878,Yes
4635-EJYPD,32,Yes,Two year,No,Mailed check,18.95000076,613.9500122,No
1866-ZSLJM,21,Yes,Month-to-month,No,Credit card (automatic),20.5,402.8500061,No
4636-TVXVG,62,Yes,One year,No,Bank transfer (automatic),19.95000076,1244.800049,No
4236-UJPWO,2,No,Month-to-month,No,Electronic check,24.5,46.40000153,No
9392-XBGTD,27,Yes,Two year,No,Mailed check,20.60000038,581.8499756,No
3387-VATUS,5,Yes,Month-to-month,Yes,Bank transfer (automatic),94.84999847,462.7999878,Yes
6402-SSEJG,25,No,One year,No,Electronic check,61.04999924,1540.199951,No
1143-NMNQJ,2,Yes,Month-to-month,Yes,Electronic check,85.69999695,169.8000031,Yes
1169-SAOCL,49,Yes,One year,Yes,Bank transfer (automatic),106.6500015,5168.100098,No
1110-KYLGQ,63,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.100098,No
9929-PLVPA,4,Yes,Month-to-month,No,Credit card (automatic),20.39999962,94.5,No
3518-PZXZQ,1,Yes,Month-to-month,Yes,Mailed check,55.29999924,55.29999924,No
2371-JUNGC,11,Yes,Month-to-month,No,Mailed check,20.25,208,No
7693-QPEFS,52,Yes,Month-to-month,Yes,Bank transfer (automatic),72.94999695,3829.75,No
0924-BJCRC,60,Yes,Month-to-month,No,Electronic check,89.44999695,5294.600098,No
5074-FBGHB,64,Yes,One year,Yes,Credit card (automatic),104.6500015,6889.799805,No
2351-BKRZW,43,Yes,Two year,No,Bank transfer (automatic),75.19999695,3254.350098,No
4455-BFSPD,61,Yes,One year,No,Bank transfer (automatic),101.1500015,6383.899902,No
0415-MOSGF,1,Yes,Month-to-month,No,Mailed check,44.40000153,44.40000153,Yes
1724-BQUHA,5,Yes,Month-to-month,Yes,Electronic check,89.5,477.7000122,Yes
3948-KXDUF,66,Yes,Two year,No,Bank transfer (automatic),68.75,4447.549805,No
2323-ARSVR,67,Yes,Two year,Yes,Electronic check,111.0500031,7321.049805,No
0815-MFZGM,42,Yes,Two year,Yes,Credit card (automatic),99,4135,No
4826-XTSOH,1,Yes,Month-to-month,Yes,Electronic check,86.05000305,86.05000305,Yes
5480-XTFFL,31,Yes,Two year,No,Mailed check,21,697.7000122,No
8295-FHIVV,7,Yes,Month-to-month,Yes,Mailed check,19.39999962,168.6499939,No
2495-INZWQ,4,No,Month-to-month,Yes,Electronic check,44.54999924,174.3000031,Yes
9086-YJYXS,34,Yes,One year,No,Bank transfer (automatic),77.19999695,2753.800049,No
1179-INLAT,3,Yes,One year,Yes,Mailed check,19.45000076,69.25,No
7909-FIOIY,19,No,Month-to-month,Yes,Mailed check,24.85000038,434.7999878,No
4139-SUGLD,31,No,Month-to-month,No,Bank transfer (automatic),35.40000153,1077.5,Yes
6857-VWJDT,1,Yes,Month-to-month,No,Mailed check,95.65000153,95.65000153,Yes
6351-SCJKT,3,No,Month-to-month,No,Mailed check,41.34999847,107.25,No
5468-BPMMO,46,Yes,Month-to-month,No,Electronic check,19.60000038,851.2000122,No
5624-BQSSA,1,Yes,Month-to-month,No,Mailed check,20.95000076,20.95000076,Yes
0197-PNKNK,69,Yes,One year,No,Bank transfer (automatic),84.44999695,5848.600098,No
2439-QKJUL,5,Yes,Month-to-month,No,Mailed check,20.25,109.8000031,No
1194-SPVSP,1,Yes,Month-to-month,No,Bank transfer (automatic),19.64999962,19.64999962,No
9534-NSXEM,26,Yes,One year,Yes,Credit card (automatic),20.64999962,595.5,No
2408-WITXK,10,No,Month-to-month,Yes,Electronic check,34.70000076,329.7999878,Yes
8929-KSWIH,25,Yes,Two year,No,Bank transfer (automatic),99.30000305,2513.5,No
2250-IVBWA,64,Yes,Month-to-month,No,Electronic check,81.05000305,5135.350098,No
1810-MVMAI,30,Yes,Month-to-month,No,Electronic check,67.59999847,2000.199951,No
9506-UXUSK,13,Yes,Month-to-month,Yes,Electronic check,70.15000153,931.75,No
1229-RCALF,64,Yes,One year,Yes,Electronic check,115,7396.149902,No
3572-UOLYZ,46,Yes,Month-to-month,Yes,Bank transfer (automatic),84.80000305,3958.850098,No
1429-UYJSV,12,Yes,One year,No,Mailed check,19.70000076,260.8999939,No
