Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Location Type,Incident Address
31133663,07/21/2015 06:44:08 PM,07/21/2015 08:58:56 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,169-09 104 AVENUE
31128939,07/21/2015 06:41:35 PM,07/21/2015 10:02:12 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31132230,07/21/2015 06:40:24 PM,07/21/2015 11:49:13 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,37 VAN CORTLANDT AVENUE
31128320,07/21/2015 06:36:50 PM,07/21/2015 07:12:25 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31125791,07/21/2015 06:28:45 PM,07/22/2015 05:22:35 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,19-33 37 STREET
31127220,07/21/2015 06:24:57 PM,07/21/2015 07:13:30 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31133720,07/21/2015 06:21:31 PM,07/21/2015 11:58:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,5901 21 AVENUE
31129794,07/21/2015 06:14:56 PM,07/21/2015 10:57:55 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,133-35 ROOSEVELT AVENUE
31125660,07/21/2015 06:14:42 PM,07/21/2015 06:28:28 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,92-10 217 STREET
31127186,07/21/2015 05:37:06 PM,07/22/2015 04:10:06 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31127085,07/21/2015 05:15:33 PM,07/21/2015 05:46:28 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,145-04 23 AVENUE
31127065,07/21/2015 05:14:33 PM,07/21/2015 05:43:16 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,89-20 161 STREET
31133659,07/21/2015 05:01:42 PM,07/22/2015 05:13:09 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,39-64 65 STREET
31131055,07/21/2015 04:52:33 PM,07/22/2015 12:47:36 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,39-64 65 STREET
31132229,07/21/2015 04:42:46 PM,07/21/2015 07:16:41 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1055 VAN NEST AVENUE
31133660,07/21/2015 04:37:08 PM,07/22/2015 07:48:50 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,158-38 103 STREET
31133536,07/21/2015 04:30:31 PM,07/22/2015 07:48:49 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,132-11 83 STREET
31132370,07/21/2015 04:21:31 PM,07/21/2015 07:16:40 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1771 SEMINOLE AVENUE
31132399,07/21/2015 04:20:26 PM,07/21/2015 06:15:49 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,WEST 55 STREET
31127283,07/21/2015 04:10:26 PM,07/21/2015 08:18:09 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31128463,07/21/2015 04:09:08 PM,07/21/2015 06:03:12 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,118-04 97 AVENUE
31132833,07/21/2015 03:37:49 PM,07/21/2015 04:33:43 PM,NYPD,New York City Police Department,Vending,,
31133899,07/21/2015 03:36:05 PM,07/21/2015 06:29:30 PM,NYPD,New York City Police Department,Derelict Vehicle,,138-24 225 STREET
31125792,07/21/2015 03:32:23 PM,07/21/2015 03:54:36 PM,NYPD,New York City Police Department,Derelict Vehicle,,1324 EAST 53 STREET
31124609,07/21/2015 03:31:03 PM,07/21/2015 04:21:38 PM,NYPD,New York City Police Department,Traffic,,
31130306,07/21/2015 03:30:11 PM,07/21/2015 09:29:17 PM,NYPD,New York City Police Department,Vending,,180 MONTAGUE STREET
31132539,07/21/2015 03:26:48 PM,07/22/2015 07:59:28 PM,NYPD,New York City Police Department,Derelict Vehicle,,53-51 61 STREET
31132549,07/21/2015 03:21:42 PM,07/21/2015 06:49:16 PM,NYPD,New York City Police Department,Derelict Vehicle,,169 REGIS DRIVE
31131316,07/21/2015 03:18:48 PM,07/21/2015 04:38:55 PM,NYPD,New York City Police Department,Traffic,,
31128402,07/21/2015 03:14:47 PM,07/21/2015 03:51:14 PM,NYPD,New York City Police Department,Traffic,,
31128497,07/21/2015 03:11:42 PM,07/21/2015 05:20:02 PM,NYPD,New York City Police Department,Traffic,,
31134178,07/21/2015 02:58:12 PM,07/21/2015 04:33:47 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31127628,07/21/2015 02:55:04 PM,07/22/2015 01:26:57 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31132231,07/21/2015 02:46:16 PM,07/21/2015 09:18:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31133719,07/21/2015 02:22:55 PM,07/21/2015 10:32:12 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,130 HILLSIDE AVENUE
31127281,07/21/2015 02:19:18 PM,07/21/2015 03:06:31 PM,NYPD,New York City Police Department,Derelict Vehicle,,47 FELDMEYERS LANE
31131039,07/21/2015 02:10:44 PM,07/21/2015 11:56:39 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,31 DEKOVEN COURT
31133538,07/21/2015 02:04:23 PM,07/22/2015 02:03:32 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,90-21 81 ROAD
31132232,07/21/2015 01:59:09 PM,07/21/2015 02:34:38 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31129534,07/21/2015 01:48:23 PM,07/21/2015 02:36:52 PM,NYPD,New York City Police Department,Drinking,Park/Playground,
31130946,07/21/2015 01:48:19 PM,07/21/2015 02:35:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,85-35 87 STREET
31124595,07/21/2015 01:45:48 PM,07/21/2015 02:22:25 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,87-35 131 STREET
31129935,07/21/2015 01:41:37 PM,07/22/2015 03:15:50 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,80-56 59 STREET
31128556,07/21/2015 01:40:00 PM,07/21/2015 02:54:14 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,RIDGE BOULEVARD
31134165,07/21/2015 01:38:32 PM,07/21/2015 02:53:05 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31125120,07/21/2015 01:35:03 PM,07/21/2015 02:53:07 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31132325,07/21/2015 01:33:55 PM,07/21/2015 02:21:22 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,101-44 95 STREET
31127629,07/21/2015 01:30:21 PM,07/21/2015 02:54:12 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31132582,07/21/2015 01:23:03 PM,07/21/2015 03:23:50 PM,NYPD,New York City Police Department,Traffic,,
31124377,07/21/2015 01:22:52 PM,07/21/2015 01:59:56 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31130226,07/21/2015 01:21:22 PM,07/22/2015 12:03:03 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31133661,07/21/2015 01:01:03 PM,07/21/2015 01:11:47 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,41-17 170 STREET
31133895,07/21/2015 12:56:40 PM,07/21/2015 03:54:32 PM,NYPD,New York City Police Department,Derelict Vehicle,,4217 KATONAH AVENUE
31127580,07/21/2015 12:53:34 PM,07/21/2015 04:30:26 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31128319,07/21/2015 12:46:25 PM,07/21/2015 02:19:06 PM,NYPD,New York City Police Department,Traffic,Highway,
31125666,07/21/2015 12:29:34 PM,07/21/2015 03:34:48 PM,NYPD,New York City Police Department,Drinking,,2218 LYON AVENUE
31132372,07/21/2015 12:28:13 PM,07/22/2015 12:34:49 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,157 EAST 2 STREET
31127663,07/21/2015 12:23:29 PM,07/21/2015 01:39:08 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,2 5 AVENUE
31133585,07/21/2015 12:18:06 PM,07/21/2015 02:15:41 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31125790,07/21/2015 12:17:03 PM,07/22/2015 06:30:26 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,57 AVON PLACE
31129731,07/21/2015 11:55:41 AM,07/21/2015 03:32:25 PM,NYPD,New York City Police Department,Derelict Vehicle,,256 STERLING STREET
31124577,07/21/2015 11:24:55 AM,07/22/2015 02:17:21 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,477 GREELEY AVENUE
31129937,07/21/2015 11:12:47 AM,07/21/2015 11:57:46 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,41 GANSEVOORT BOULEVARD
31124596,07/21/2015 10:17:06 AM,07/21/2015 03:00:06 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31125823,07/21/2015 10:16:40 AM,07/21/2015 01:22:39 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,33 MONTELL STREET
31127284,07/21/2015 10:09:36 AM,07/21/2015 05:50:43 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31125802,07/21/2015 09:51:22 AM,07/21/2015 10:16:16 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,56-59 CLEARVIEW EXPRESSWAY SR NB
31131270,07/21/2015 09:50:27 AM,07/21/2015 03:43:09 PM,NYPD,New York City Police Department,Derelict Vehicle,,
31132320,07/21/2015 09:37:32 AM,07/21/2015 02:10:12 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,45-51 166 STREET
31134164,07/21/2015 09:35:02 AM,07/21/2015 03:00:27 PM,NYPD,New York City Police Department,Vending,Residential Building/House,153 EAST 96 STREET
31129745,07/21/2015 09:26:26 AM,07/21/2015 03:01:42 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31133939,07/21/2015 09:12:27 AM,07/21/2015 12:00:38 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31131267,07/21/2015 09:11:22 AM,07/21/2015 05:37:28 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,109-61 200 STREET
31133898,07/21/2015 09:08:52 AM,07/21/2015 10:48:56 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,85-04 106 STREET
31128276,07/21/2015 08:37:57 AM,07/21/2015 09:27:31 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31127285,07/21/2015 08:31:05 AM,07/21/2015 11:31:04 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,163-12 107 AVENUE
31132541,07/21/2015 08:22:23 AM,07/21/2015 09:28:35 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,PULASKI STREET
31124554,07/21/2015 08:21:31 AM,07/22/2015 01:18:34 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,37-13 65 STREET
31130945,07/21/2015 08:01:59 AM,07/21/2015 02:25:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,117-18 125 STREET
31132551,07/21/2015 07:58:17 AM,07/21/2015 09:35:10 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,75-03 PENELOPE AVENUE
31130947,07/21/2015 07:45:57 AM,07/21/2015 01:48:54 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,73-52 198 STREET
31133539,07/21/2015 07:20:50 AM,07/21/2015 11:30:02 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,173-17 109 AVENUE
31134179,07/21/2015 07:09:13 AM,07/21/2015 04:42:30 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31133477,07/21/2015 06:32:22 AM,07/21/2015 07:02:44 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,90-20 170 STREET
31126930,07/21/2015 06:25:52 AM,07/21/2015 07:37:55 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31131043,07/21/2015 05:03:54 AM,07/21/2015 06:17:39 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,26-50 BQE WEST
31132834,07/21/2015 02:28:08 AM,07/21/2015 06:59:45 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,153 EAST 96 STREET
31119497,07/20/2015 11:50:26 PM,,NYPD,New York City Police Department,Drinking,Club/Bar/Restaurant,131ST STREET
31117644,07/20/2015 11:45:38 PM,07/21/2015 01:28:04 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,185-29 JORDAN AVENUE
31120912,07/20/2015 10:51:03 PM,07/21/2015 01:09:05 AM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,
31120079,07/20/2015 09:31:27 PM,07/20/2015 10:44:15 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,RIDGE BOULEVARD
31122152,07/20/2015 09:12:34 PM,07/20/2015 11:36:03 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1135 SHORE PARKWAY
31122154,07/20/2015 08:54:35 PM,07/20/2015 10:04:23 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,4 WEST 131 STREET
31118903,07/20/2015 08:35:50 PM,07/20/2015 08:56:11 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,CONEY ISLAND AVENUE
31120078,07/20/2015 08:34:06 PM,07/20/2015 10:14:24 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,151-28 134 AVENUE
31121603,07/20/2015 08:27:50 PM,07/20/2015 11:26:21 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31115503,07/20/2015 08:08:53 PM,07/20/2015 08:32:02 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,168-20 116 AVENUE
31118754,07/20/2015 08:01:36 PM,07/20/2015 09:31:45 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31118837,07/20/2015 07:59:10 PM,07/21/2015 11:29:57 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,SOUTH ROAD
31115493,07/20/2015 06:57:12 PM,07/20/2015 11:16:23 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31116722,07/20/2015 06:45:53 PM,07/21/2015 05:15:36 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31117743,07/20/2015 06:32:24 PM,07/21/2015 09:01:48 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,LONGSTREET AVENUE
31121237,07/20/2015 06:30:31 PM,07/20/2015 11:18:31 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1816 EAST 31 STREET
31122155,07/20/2015 06:12:57 PM,07/20/2015 11:33:56 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,378 AVENUE T
31122334,07/20/2015 05:49:36 PM,07/20/2015 07:26:34 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,957 DAHILL ROAD
31122140,07/20/2015 05:48:26 PM,07/20/2015 10:53:51 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,508 WEST 20 STREET
31116567,07/20/2015 05:37:14 PM,07/21/2015 02:26:54 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,94-61 133 AVENUE
31119855,07/20/2015 05:32:10 PM,07/21/2015 01:51:19 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,279 YORK AVENUE
31116540,07/20/2015 05:29:10 PM,07/20/2015 09:49:35 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,87-65 96 STREET
31119307,07/20/2015 05:17:12 PM,07/20/2015 07:54:52 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,374 6 AVENUE
31122148,07/20/2015 05:15:23 PM,07/20/2015 08:29:54 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,845 EAST  155 STREET
31120948,07/20/2015 05:02:19 PM,07/20/2015 05:40:55 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31122149,07/20/2015 04:55:54 PM,07/20/2015 11:11:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2817 BATCHELDER STREET
31120077,07/20/2015 04:51:53 PM,07/21/2015 07:12:38 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,22-09 120 STREET
31120080,07/20/2015 04:39:57 PM,07/20/2015 06:38:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,203 STREET
31116406,07/20/2015 04:39:39 PM,07/20/2015 11:03:16 PM,NYPD,New York City Police Department,Drinking,Street/Sidewalk,2885 VALENTINE AVENUE
31115925,07/20/2015 04:39:09 PM,07/20/2015 11:29:34 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,1 BOWLING GREEN
31121005,07/20/2015 04:37:26 PM,07/21/2015 10:48:53 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,91-04 79 STREET
31122628,07/20/2015 04:36:50 PM,07/20/2015 11:29:35 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31118127,07/20/2015 04:31:55 PM,07/20/2015 11:29:35 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31120382,07/20/2015 04:31:47 PM,07/20/2015 08:26:38 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,257-03 HILLSIDE AVENUE
31115501,07/20/2015 04:31:05 PM,07/20/2015 07:39:04 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,GATES AVENUE
31116975,07/20/2015 04:17:55 PM,07/21/2015 05:01:27 AM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31117757,07/20/2015 04:16:13 PM,07/20/2015 05:32:27 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,644 UNDERHILL AVENUE
31118904,07/20/2015 04:16:03 PM,07/20/2015 11:18:35 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,5003 AVENUE M
31119858,07/20/2015 04:14:46 PM,07/20/2015 07:58:05 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31121029,07/20/2015 03:57:42 PM,07/20/2015 08:29:56 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,130-05 243 STREET
31123297,07/20/2015 03:39:43 PM,07/21/2015 06:16:02 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31117037,07/20/2015 03:34:49 PM,07/20/2015 07:22:21 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31116568,07/20/2015 03:34:06 PM,07/21/2015 03:39:46 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,3909 MURDOCK AVENUE
31122339,07/20/2015 03:14:37 PM,07/21/2015 02:27:54 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,3909 MURDOCK AVENUE
31121539,07/20/2015 03:10:52 PM,07/20/2015 05:34:35 PM,NYPD,New York City Police Department,Vending,Park/Playground,
31118107,07/20/2015 03:06:31 PM,07/20/2015 09:11:55 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31119892,07/20/2015 02:53:09 PM,07/20/2015 05:29:14 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,114-26 117 STREET
31122143,07/20/2015 02:50:31 PM,07/20/2015 05:53:37 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,142-28 129 AVENUE
31123744,07/20/2015 02:49:38 PM,07/20/2015 03:57:03 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31119258,07/20/2015 02:41:21 PM,07/21/2015 03:15:59 AM,NYPD,New York City Police Department,Vending,Park/Playground,
31122126,07/20/2015 02:39:40 PM,07/21/2015 03:28:23 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31116512,07/20/2015 02:37:32 PM,07/20/2015 08:28:46 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,30-11 47 AVENUE
31118725,07/20/2015 02:36:41 PM,07/20/2015 11:16:22 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,93-40 207 STREET
31115517,07/20/2015 02:36:00 PM,07/20/2015 04:43:29 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,815 QUINCY STREET
31120090,07/20/2015 02:30:02 PM,07/20/2015 02:39:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,130-52 217 STREET
31116572,07/20/2015 02:11:01 PM,07/20/2015 09:16:09 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31118731,07/20/2015 02:08:57 PM,07/20/2015 05:46:20 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,109-61 200 STREET
31120081,07/20/2015 02:02:23 PM,07/21/2015 03:04:21 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,100 COLFAX AVENUE
31117668,07/20/2015 01:58:11 PM,07/20/2015 10:58:00 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,199-25 19 AVENUE
31123245,07/20/2015 01:57:19 PM,07/20/2015 08:26:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,4511 BEDFORD AVENUE
31122342,07/20/2015 01:55:02 PM,07/20/2015 02:45:02 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,75-34 196 PLACE
31119889,07/20/2015 01:49:18 PM,07/21/2015 06:27:28 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,41 GANSEVOORT BOULEVARD
31122335,07/20/2015 01:38:27 PM,07/20/2015 02:41:44 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,93-12 HOLLIS COURT BOULEVARD
31116579,07/20/2015 01:37:23 PM,07/20/2015 03:49:10 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,55 BAY 35 STREET
31122133,07/20/2015 01:29:07 PM,07/21/2015 04:43:15 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31118146,07/20/2015 01:23:48 PM,07/20/2015 04:17:10 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,74 WALL STREET
31115929,07/20/2015 01:15:41 PM,07/20/2015 04:21:35 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31122136,07/20/2015 01:10:10 PM,07/20/2015 05:45:14 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,155-42 115 AVENUE
31123241,07/20/2015 01:05:04 PM,07/20/2015 05:31:24 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,3 STREET
31123410,07/20/2015 12:57:19 PM,07/20/2015 11:24:03 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,89-04 DORAN AVENUE
31121088,07/20/2015 12:56:30 PM,07/20/2015 02:50:42 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31118764,07/20/2015 12:52:27 PM,07/20/2015 02:25:48 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,980 LINDEN BOULEVARD
31118857,07/20/2015 12:48:21 PM,07/20/2015 06:06:11 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,6-11 123 STREET
31118108,07/20/2015 12:42:04 PM,07/20/2015 04:22:53 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,48 WALL STREET
31123247,07/20/2015 12:20:09 PM,07/20/2015 02:45:01 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,214 STREET
31121604,07/20/2015 12:15:55 PM,07/20/2015 04:23:56 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,24 BROADWAY
31117017,07/20/2015 12:14:45 PM,07/20/2015 03:46:50 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31115492,07/20/2015 12:14:30 PM,07/20/2015 12:31:43 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,166-12 81 AVENUE
31122614,07/20/2015 12:03:20 PM,07/20/2015 03:49:07 PM,NYPD,New York City Police Department,Vending,Street/Sidewalk,
31116513,07/20/2015 11:49:53 AM,07/21/2015 02:36:24 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31117696,07/20/2015 11:35:46 AM,07/20/2015 02:16:40 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31118765,07/20/2015 11:34:56 AM,07/20/2015 11:47:45 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,85-35 87 STREET
31120082,07/20/2015 11:31:37 AM,07/20/2015 12:58:59 PM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31118856,07/20/2015 11:21:38 AM,07/20/2015 01:06:01 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,188-20 LIBERTY AVENUE
31115512,07/20/2015 11:17:13 AM,07/20/2015 05:22:51 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31116593,07/20/2015 11:09:46 AM,07/20/2015 02:07:36 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,81 DITMARS STREET
31123415,07/20/2015 11:04:39 AM,07/20/2015 03:55:55 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,47 VAN DAM STREET
31122340,07/20/2015 10:58:04 AM,07/20/2015 12:52:10 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,60-36 FLUSHING AVENUE
31119902,07/20/2015 10:56:43 AM,07/20/2015 01:51:58 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,169-32 24 ROAD
31121087,07/20/2015 10:34:33 AM,07/20/2015 11:54:34 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,75-71 184 STREET
31122141,07/20/2015 10:29:22 AM,07/21/2015 02:41:41 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1717 BUSSING AVENUE
31121017,07/20/2015 10:19:25 AM,07/20/2015 03:21:50 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,6-11 124 STREET
31121018,07/20/2015 10:16:59 AM,07/20/2015 11:27:43 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1781 WEST 4 STREET
31116543,07/20/2015 10:11:54 AM,07/20/2015 11:29:59 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,
31123246,07/20/2015 09:53:39 AM,07/20/2015 11:30:43 PM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,87 STREET
31123240,07/20/2015 09:42:28 AM,07/20/2015 10:41:18 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,
31119900,07/20/2015 09:36:35 AM,07/20/2015 10:14:04 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,2630 EAST 22 STREET
31116539,07/20/2015 09:27:50 AM,07/22/2015 07:14:02 AM,NYPD,New York City Police Department,Derelict Vehicle,Street/Sidewalk,1471 OUTLOOK AVENUE
31116416,07/20/2015 09:17:32 AM,07/20/2015 09:31:45 AM,NYPD,New York City Police Department,Traffic,Street/Sidewalk,90-20 170 STREET
