name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2016-05-26,28.9,18.4,23.7,29.3,18.4,23.9,17.3,69.4,0,0,0,,0,0,35.3,23.1,198.2,1011.6,72.5,15.2,137.3,11.8,4,,2016-05-26T05:20:56,2016-05-26T20:14:50,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-27,27.8,20.1,23.5,28.4,20.1,23.6,18.3,73.6,3.46,100,33.33,rain,0,0,52.2,26.5,185.3,1010.8,85.9,15.5,174,15.1,6,,2016-05-27T05:20:19,2016-05-27T20:15:41,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-28,27.9,20.8,24,28.9,20.8,24.1,17.7,68.8,1.2,100,8.33,rain,0,0,49,32.1,188,1011.5,83.9,15.8,266.1,23,9,,2016-05-28T05:19:43,2016-05-28T20:16:31,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-29,26.5,18,23,26.5,18,23,14.7,61.1,0.37,100,8.33,rain,0,0,44.1,29.7,239,1014.6,46.2,16,338.9,29.4,10,,2016-05-29T05:19:09,2016-05-29T20:17:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-30,29.1,18.4,24,28.9,18.4,23.9,13.8,54.3,0,0,0,,0,0,37.1,18.9,14.1,1014.9,46.4,16,332.1,28.6,10,,2016-05-30T05:18:38,2016-05-30T20:18:07,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-05-31,27.8,18.3,22,27.8,18.3,22,14.4,64,20.48,100,20.83,rain,0,0,65.2,24.2,76.2,1014.6,79.6,15.1,153.7,13.1,5,,2016-05-31T05:18:08,2016-05-31T20:18:54,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-01,26.6,18.1,21.5,26.6,18.1,21.5,16.2,73.6,8.61,100,37.5,rain,0,0,27.7,17.5,229.5,1013.3,84.7,13.3,170.3,14.7,7,,2016-06-01T05:17:41,2016-06-01T20:19:39,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-02,26.3,16.2,21.7,26.3,16.2,21.7,11.3,54.2,0,0,0,,0,0,37.1,21.3,273.7,1015.6,41.1,16,359.1,31,10,,2016-06-02T05:17:15,2016-06-02T20:20:23,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-03,28.2,16.3,22.5,27.7,16.3,22.4,11.6,52.1,0,0,0,,0,0,,16.7,121.3,1016.5,44.8,16,344.4,29.9,10,,2016-06-03T05:16:52,2016-06-03T20:21:05,0.99,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-04,22.9,19.5,21,22.9,19.5,21,15.1,70.1,5.83,100,29.17,rain,0,0,44.6,19.4,188.1,1009.3,81.4,14.9,111.1,9.7,3,,2016-06-04T05:16:30,2016-06-04T20:21:46,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-05,26.5,17.3,21.5,26.5,17.3,21.5,13.4,63.4,2.48,100,16.67,rain,0,0,49.5,31.4,281.5,1004.2,70.7,15.7,337.2,29.2,9,,2016-06-05T05:16:11,2016-06-05T20:22:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-06,27.8,16,22.2,27,16,22,10.9,54.6,1.07,100,8.33,rain,0,0,56.4,37.2,282.7,1004.1,46.2,16,348.4,30,10,,2016-06-06T05:15:53,2016-06-06T20:23:04,0.01,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-07,19.4,14.1,16.4,19.4,14.1,16.4,9.2,62.7,0,0,0,,0,0,47.9,25.2,347.2,1010,58.9,16,314.7,27.2,9,,2016-06-07T05:15:38,2016-06-07T20:23:41,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-08,19.9,12.3,16,19.9,12.3,16,8.4,61.8,0,0,0,,0,0,27.7,19.3,64.5,1015.2,35.1,16,365.5,31.6,10,,2016-06-08T05:15:25,2016-06-08T20:24:16,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-09,22,13.3,18,22,13.3,18,12.1,69.2,2.42,100,25,rain,0,0,35.3,18.3,159.6,1015.2,87.6,15.9,169,14.5,5,,2016-06-09T05:15:14,2016-06-09T20:24:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-10,33.6,18.1,26.3,33.8,18.1,26.5,16.8,60.5,1.37,100,16.67,rain,0,0,44.2,30.6,236.1,1013.1,57.6,15.6,259.5,22.3,9,,2016-06-10T05:15:05,2016-06-10T20:25:22,0.16,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-11,33.4,23.2,29,34.6,23.2,29.7,17.8,51.6,0,0,0,,0,0,34,21.9,256.6,1012.8,67.5,16,237.8,20.6,8,,2016-06-11T05:14:58,2016-06-11T20:25:52,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-12,27.5,16.7,20,29.3,16.7,20.1,6.6,42.8,0,0,0,,0,0,46.4,28.7,27.1,1019.2,59.6,16,263.8,22.8,7,,2016-06-12T05:14:53,2016-06-12T20:26:21,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-13,29.7,14.7,22.1,29.1,14.7,21.9,10,47.8,0.11,100,4.17,rain,0,0,,15.6,86.5,1015,72.5,16,316.7,27.5,9,,2016-06-13T05:14:50,2016-06-13T20:26:48,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-14,30.4,20,24.9,31.8,20,25.5,16.7,60.5,0,0,0,,0,0,33.5,23.6,115.5,1010,80.4,16,234,20.1,7,,2016-06-14T05:14:49,2016-06-14T20:27:13,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-15,32.6,20.5,27.1,34.6,20.5,28.3,19.9,66.8,5.56,100,25,rain,0,0,51.8,23.8,229.2,1006.1,57.4,15.7,224.4,19.3,8,,2016-06-15T05:14:50,2016-06-15T20:27:36,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-16,27.8,18.6,21.8,29,18.6,21.8,15.6,68.2,0,0,0,,0,0,40.1,24.3,343,1009.5,69.5,16,333.3,29,9,,2016-06-16T05:14:54,2016-06-16T20:27:57,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-17,29.1,16.7,22.8,28,16.7,22.6,11.8,52.9,0,0,0,,0,0,29.5,24.6,38.4,1017.1,20.4,16,363.3,31.3,10,,2016-06-17T05:14:59,2016-06-17T20:28:17,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-18,30,17.4,24.5,28.6,17.4,24,10.8,44.6,0,0,0,,0,0,25.9,19.6,82.5,1021.9,67.3,16,356.2,30.7,10,,2016-06-18T05:15:06,2016-06-18T20:28:35,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-19,32.3,20.3,27,31.3,20.3,26.9,14.3,47,0,0,0,,0,0,38.5,20.9,219.5,1021.2,48.3,16,353,30.5,10,,2016-06-19T05:15:15,2016-06-19T20:28:50,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-20,33.3,24.6,28.8,35.8,24.6,29.9,18.6,55.1,0.04,100,4.17,rain,0,0,49.7,32.6,253.2,1016.2,49.1,15.9,293,25.3,9,,2016-06-20T05:15:26,2016-06-20T20:29:04,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-21,28.6,18.4,24.3,27.5,18.4,24,10,41.9,0,0,0,,0,0,43,26.3,293.2,1014.4,18.9,16,366.9,31.8,10,,2016-06-21T05:15:39,2016-06-21T20:29:16,0.51,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-22,24.2,19.6,22,24.2,19.6,22,16.7,72.7,44.13,100,33.33,rain,0,0,64.8,22.6,182.9,1011.1,88.4,15.4,216.5,18.7,9,,2016-06-22T05:15:54,2016-06-22T20:29:26,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-23,25.2,19.4,21.6,25.2,19.4,21.6,17.7,79.4,0,0,0,,0,0,,21,24.9,1010.9,79.4,12.4,307.2,26.5,9,,2016-06-23T05:16:11,2016-06-23T20:29:34,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-24,27.5,18.7,23.1,27.5,18.7,23.1,14.1,58.3,0,0,0,,0,0,27.7,16.3,63.5,1016.9,37.4,16,335.2,29,9,,2016-06-24T05:16:30,2016-06-24T20:29:39,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-25,32.3,20.5,26.9,33.9,20.5,27.8,17.7,58.3,0,0,0,,0,0,39.4,23.5,176.5,1016.7,14.2,16,344.7,29.9,9,,2016-06-25T05:16:50,2016-06-25T20:29:43,0.63,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-26,31.8,24,27.6,32.1,24,28.3,18.8,60.8,3.51,100,8.33,rain,0,0,33.5,22.6,246,1014.4,64.2,15.8,211,18.3,7,,2016-06-26T05:17:12,2016-06-26T20:29:45,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-27,32.4,22.4,26.5,31.7,22.4,26.4,15.5,53,0,0,0,,0,0,47.4,29.5,290.7,1015.8,34.8,16,355.4,30.7,10,,2016-06-27T05:17:36,2016-06-27T20:29:44,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-28,22.3,17.2,19.5,22.3,17.2,19.5,10.9,58.9,0,0,0,,0,0,40.7,27.6,23.3,1019.9,63.5,16,326.9,28.3,9,,2016-06-28T05:18:02,2016-06-28T20:29:42,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-29,25.4,13.9,20.3,25.4,13.9,20.3,9.3,52.4,0,0,0,,0,0,31.7,17.7,48.4,1019.2,29.5,16,360.1,31.3,10,,2016-06-29T05:18:29,2016-06-29T20:29:37,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-06-30,25.5,16.9,22.1,25.5,16.9,22.1,10.6,48.8,0,0,0,,0,0,31.7,20.4,213.8,1015,56.7,16,308.6,26.5,9,,2016-06-30T05:18:58,2016-06-30T20:29:30,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-01,21.6,18,19.8,21.6,18,19.8,12,61.7,0,0,0,,0,0,38.9,25.2,16.6,1017,68.3,16,363.3,31.3,10,,2016-07-01T05:19:29,2016-07-01T20:29:22,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-02,24.2,14.9,19.7,24.2,14.9,19.7,8.6,50,0,0,0,,0,0,27.7,18.5,96.7,1020.5,76.2,16,216.3,18.7,9,,2016-07-02T05:20:01,2016-07-02T20:29:11,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-03,24.5,15.9,20.9,24.5,15.9,20.9,11.8,56.9,0,0,0,,0,0,35.3,22.4,103.8,1017.3,74.7,16,212.4,18.4,6,,2016-07-03T05:20:35,2016-07-03T20:28:58,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-04,26.2,19.2,22.3,26.2,19.2,22.3,16.3,69.6,0,0,0,,0,0,37.1,16.4,152.3,1011.4,96.3,15.2,251,21.6,9,,2016-07-04T05:21:10,2016-07-04T20:28:42,0,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-05,30.3,20.4,25.6,30.8,20.4,26,18.2,65.6,0,0,0,,0,0,25.9,21.4,235.4,1010.8,73.4,14.7,333.9,28.9,9,,2016-07-05T05:21:47,2016-07-05T20:28:25,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-06,31.4,20.4,25.7,33.2,20.4,26.4,19.7,71.2,21.8,100,29.17,rain,0,0,74.9,21.8,246.4,1009.3,77.8,14.5,216.9,18.7,7,,2016-07-06T05:22:25,2016-07-06T20:28:06,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-07,28.3,22.5,24.9,30.3,22.5,25.3,20.3,76.1,6.73,100,16.67,rain,0,0,,14.1,213.3,1008.8,69.4,15.8,247.1,21.4,9,,2016-07-07T05:23:04,2016-07-07T20:27:44,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-08,30.5,21,25.7,32.2,21,26,17.9,65.8,0,0,0,,0,0,48.1,30.8,280.3,1009,48.9,12.5,341.5,29.4,9,,2016-07-08T05:23:45,2016-07-08T20:27:21,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-09,25.2,19.1,22.7,25.2,19.1,22.7,14.3,59.9,0,0,0,,0,0,35.3,22,3.8,1015.2,28.1,16,353.7,30.5,10,,2016-07-09T05:24:27,2016-07-09T20:26:55,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-10,27.8,17.3,23.6,27.7,17.3,23.6,14.2,57.1,0,0,0,,0,0,,16.5,148.5,1016.5,51.9,16,350,30.4,10,,2016-07-10T05:25:10,2016-07-10T20:26:27,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-11,32.3,22.6,27.5,35.1,22.6,28.9,19.3,61.3,0,0,0,,0,0,42.5,27.6,184.4,1013.1,50.2,16,247.7,21.3,7,,2016-07-11T05:25:55,2016-07-11T20:25:58,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-12,31.7,24.2,27.7,34.5,24.2,28.7,20.2,64.9,0,0,0,,0,0,44.6,27,215,1009.8,52,15.9,211.8,18.2,7,,2016-07-12T05:26:40,2016-07-12T20:25:26,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-13,29.2,21.9,25.3,32.4,21.9,26.1,20.3,74.7,6.07,100,20.83,rain,0,0,59,28.1,210.9,1010.4,69.3,15.7,136.5,11.7,4,,2016-07-13T05:27:27,2016-07-13T20:24:52,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-14,30.7,20.4,25.5,31.1,20.4,25.5,17,62.7,0,0,0,,0,0,54.7,36.2,253.4,1010.5,57.3,15.5,339.8,29.3,10,,2016-07-14T05:28:15,2016-07-14T20:24:16,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-15,23.6,18.4,20.9,23.6,18.4,20.9,14.4,66.9,1.08,100,16.67,rain,0,0,35.3,21.5,333.1,1015.1,62.6,15.8,325.4,28,10,,2016-07-15T05:29:04,2016-07-15T20:23:38,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-16,24.8,16,20.8,24.8,16,20.8,12.8,61.7,0,0,0,,0,0,,19.3,70.4,1019.3,50.8,16,340.6,29.4,10,,2016-07-16T05:29:53,2016-07-16T20:22:59,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-17,28.9,19,23.8,32,19,24.7,17.2,67.1,7.25,100,16.67,rain,0,0,45.3,31.7,195.1,1015.7,71.1,15.9,224,19.2,8,,2016-07-17T05:30:44,2016-07-17T20:22:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-18,29.9,21.4,25.8,30.2,21.4,26,18.6,66.9,9.46,100,12.5,rain,0,0,35.3,16,146.7,1019,64.7,15.9,241.1,20.7,6,,2016-07-18T05:31:36,2016-07-18T20:21:33,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-19,30.7,20.8,26.3,31.3,20.8,26.5,17.6,60.5,0,0,0,,0,0,,18.5,69,1022,50.7,16,325.1,28,9,,2016-07-19T05:32:28,2016-07-19T20:20:47,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-20,31.2,22.4,27,33,22.4,28.2,19.8,65.3,0,0,0,,0,0,27.7,16.7,198.5,1020.6,42.1,16,274.5,23.4,9,,2016-07-20T05:33:21,2016-07-20T20:20:00,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-21,32.1,24,27.7,39.1,24,30.4,22.9,75.9,13.27,100,20.83,rain,0,0,76,23.7,192.9,1016.6,56.1,15,145.2,12.4,4,,2016-07-21T05:34:15,2016-07-21T20:19:11,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-22,31.9,22.9,27.4,36.7,22.9,29.4,21.5,71.6,7,100,12.5,rain,0,0,55.4,25.1,273,1014.6,71.6,15.9,239,20.8,7,,2016-07-22T05:35:10,2016-07-22T20:18:19,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-23,32.8,22,28.4,38,22,31.6,23.1,74,30.02,100,25,rain,0,0,64.8,25.8,246.9,1013.8,84.4,15.4,178.2,15.5,7,,2016-07-23T05:36:05,2016-07-23T20:17:26,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-24,33.7,22.5,26.6,42.2,22.5,29.2,22.2,77.7,12.67,100,25,rain,0,0,59,35.2,198.3,1011.5,82.8,15.3,128.1,11.3,4,,2016-07-24T05:37:01,2016-07-24T20:16:32,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-25,30.3,23.4,26.7,30.8,23.4,27,18.1,60.4,0,0,0,,0,0,,19.8,335.3,1014.2,76.6,16,322.5,27.8,9,,2016-07-25T05:37:58,2016-07-25T20:15:35,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-26,30,22.3,26.7,30.5,22.3,27,17.3,57.1,0,0,0,,0,0,,18.5,78.2,1016,47.8,15.9,334.1,28.7,9,,2016-07-26T05:38:55,2016-07-26T20:14:37,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-27,31.4,21.5,27.1,32,21.5,27.4,17.5,57.4,0,0,0,,0,0,,19.1,175.2,1014.2,43.3,15.9,326.8,28.3,9,,2016-07-27T05:39:52,2016-07-27T20:13:37,0.79,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-28,28.1,22.8,24.8,29.8,22.8,25.1,20.2,76.2,5.91,100,29.17,rain,0,0,,17.3,62.7,1011.6,68.1,14.5,172.8,15.1,5,,2016-07-28T05:40:51,2016-07-28T20:12:35,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-29,27,21.1,23.5,28.6,21.1,23.6,20.2,82.2,6.64,100,25,rain,0,0,35.3,20.5,34.8,1012.5,84.4,13.4,258.2,22.4,7,,2016-07-29T05:41:49,2016-07-29T20:11:32,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-30,25.2,21.8,23,25.2,21.8,23,18.3,75,0,0,0,,0,0,,21.6,43.4,1014.1,90.9,16,252.2,21.6,8,,2016-07-30T05:42:48,2016-07-30T20:10:27,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-07-31,26.8,19.4,23.3,27.7,19.4,23.4,17.9,72.8,0,0,0,,0,0,,19.1,39.1,1016.2,59.5,15.9,321.5,27.8,9,,2016-07-31T05:43:48,2016-07-31T20:09:20,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-01,28.2,20.8,24.5,29.3,20.8,24.8,18.5,70.2,0,0,0,,0,0,29.5,17.3,68.6,1017.4,37.8,16,329.6,28.6,9,,2016-08-01T05:44:47,2016-08-01T20:08:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-02,29.7,21.9,26.1,30.9,21.9,26.5,18.7,65,0,0,0,,0,0,,21.8,92.1,1017.4,43.2,16,233.2,20.2,7,,2016-08-02T05:45:47,2016-08-02T20:07:03,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-03,31.4,23.1,27.5,32.7,23.1,28.1,18.8,60.2,0,0,0,,0,0,27.7,19.4,106.5,1016.3,32.3,16,303.8,26.1,9,,2016-08-03T05:46:48,2016-08-03T20:05:52,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-04,32.7,23.2,28.4,33.7,23.2,29.2,18.8,57.8,0,0,0,,0,0,33.5,17.1,193.9,1013.2,25.7,15.8,322.7,27.8,9,,2016-08-04T05:47:48,2016-08-04T20:04:39,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-05,29.9,23.5,25.8,30.7,23.5,26.1,19.3,68.4,0.4,100,12.5,rain,0,0,42.8,23.2,294.2,1011.1,83.3,15.9,260.6,22.5,8,,2016-08-05T05:48:49,2016-08-05T20:03:25,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-06,27.8,20.1,24.3,27.6,20.1,24.3,15.4,58.6,0,0,0,,0,0,,17.5,22.7,1014.2,45.3,16,314.5,27.2,9,,2016-08-06T05:49:50,2016-08-06T20:02:10,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-07,29.1,18.5,23.9,28.5,18.5,23.9,15.1,59.5,0,0,0,,0,0,,20.3,63.1,1016.4,54.1,16,299.7,25.8,9,,2016-08-07T05:50:52,2016-08-07T20:00:53,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-08,28.9,23,25.7,29.1,23,25.8,16.5,57.5,0,0,0,,0,0,35.9,22.2,79.6,1016.2,58.1,16,300.9,26,9,,2016-08-08T05:51:53,2016-08-08T19:59:35,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-09,31.4,21.6,26.6,31.5,21.6,26.8,16.1,53.5,0,0,0,,0,0,,13.5,194.6,1015.1,55.2,16,171.2,14.8,5,,2016-08-09T05:52:55,2016-08-09T19:58:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
